"","gene_id","gene_name","phage","mmseqs_qseqid","mmseqs_sseqid","mmseqs_Gene.Names","mmseqs_FinalID","mmseqs_sporulation","kegg_sporulation","phrog_best_hit","cog_best_hit","sporulation_hit","Host","Description","f_spor","predicted_label","life_bool"
"26","K00390","Bs_yitB","OR780021","OR780021_49",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Clostridium","Clostridium phage XP41-N3",TRUE,"temperate",TRUE
"27","K00390","Bs_yitB","MK288022","MK288022_12",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage pW4",TRUE,"temperate",TRUE
"28","K00390","Bs_yitB","NC_070841","NC_070841_9",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage Basilisk",TRUE,"temperate",TRUE
"29","K00390","Bs_yitB","KC595511","KC595511_9",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage Basilisk",TRUE,"temperate",TRUE
"30","K00390","Bs_yitB","MN013089","MN013089_34",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage vB_BspM_MarvelLand",TRUE,"virulent",FALSE
"31","K00390","Bs_yitB","NC_021336","NC_021336_23",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage MG-B1",TRUE,"virulent",FALSE
"32","K00390","Bs_yitB","MN176229","MN176229_76",NA,NA,NA,"no_hit","og.enriched","phrog_2302","COG3969","og.enriched","Bacillus","Bacillus phage 055SW001",TRUE,"temperate",TRUE
"33","K00390","Bs_yitB","NC_028890","NC_028890_18",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage TsarBomba",TRUE,"virulent",FALSE
"34","K00390","Bs_yitB","MN176222","MN176222_77",NA,NA,NA,"no_hit","og.enriched","phrog_2302","COG3969","og.enriched","Bacillus","Bacillus phage 022DV001",TRUE,"temperate",TRUE
"35","K00390","Bs_yitB","MT980839","MT980839_46",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Ruminococcus","Ruminococcus phage phiRgPS_6",TRUE,"temperate",TRUE
"36","K00390","Bs_yitB","JF767208","JF767208_9",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Clostridium","Clostridium phage phiCP13O",TRUE,"temperate",TRUE
"37","K00390","Bs_yitB","OK247671","OK247671_68",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Clostridium","Clostridium phage vB_CpeS_BG3P",TRUE,"temperate",TRUE
"38","K00390","Bs_yitB","NC_070842","NC_070842_10",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage v_B-Bak10",TRUE,"temperate",TRUE
"39","K00390","Bs_yitB","MH487649","MH487649_33",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Bacillus","Bacillus phage BC01",TRUE,"virulent",FALSE
"40","K00390","Bs_yitB","CP103806","CP103806_20",NA,NA,NA,"no_hit","og.enriched","phrog_424","COG0175","og.enriched","Clostridioides","Clostridioides phage Hain-Saunders-2022a",TRUE,"temperate",TRUE
"41","K00754",NA,"KT624200","KT624200_151",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Bacillus","Bacillus phage SP-15",TRUE,"virulent",FALSE
"42","K00754",NA,"MN882550","MN882550_43",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Butyrivibrio","Butyrivibrio phage Arawn",TRUE,"virulent",FALSE
"43","K00754",NA,"MN882554","MN882554_41",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Butyrivibrio","Butyrivibrio phage Idris",TRUE,"virulent",FALSE
"44","K00754",NA,"NC_031245","NC_031245_151",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Bacillus","Bacillus phage SP-15",TRUE,"virulent",FALSE
"45","K00754",NA,"NC_048848","NC_048848_43",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Butyrivibrio","Butyrivibrio phage Arawn",TRUE,"virulent",FALSE
"46","K00754",NA,"PQ069210","PQ069210_41",NA,NA,NA,"no_hit","sporulation_gene",NA,NA,"sporulation_gene","Butyrivibrio","Butyrivibrio phage Closwp03",TRUE,"virulent",FALSE
"47","K00756",NA,"KP144388","KP144388_57","P77836","pdp pyn",NA,"no_hit","sporulation_gene",NA,"COG0213","sporulation_gene","Geobacillus","Geobacillus virus E3",TRUE,"temperate",TRUE
"48","K00756",NA,"NC_029073","NC_029073_57",NA,NA,NA,"no_hit","sporulation_gene",NA,"COG0213","sporulation_gene","Geobacillus","Geobacillus virus E3",TRUE,"temperate",TRUE
"49","K00973",NA,"JN638751","JN638751_302","P39629","rmlA spsI BSU37840 ipa-71d","K00973","sporulation_gene","sporulation_gene","phrog_3980","COG1209","sporulation_gene","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"50","K00973",NA,"KT624200","KT624200_150","O31822","yngB BSU18180",NA,"no_hit","sporulation_gene","phrog_3980","COG1210","sporulation_gene","Bacillus","Bacillus phage SP-15",TRUE,"virulent",FALSE
"51","K00973",NA,"NC_023719","NC_023719_302",NA,NA,NA,"no_hit","sporulation_gene","phrog_3980","COG1209","sporulation_gene","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"52","K00973",NA,"NC_031245","NC_031245_150",NA,NA,NA,"no_hit","sporulation_gene","phrog_3980","COG1210","sporulation_gene","Bacillus","Bacillus phage SP-15",TRUE,"virulent",FALSE
"53","K00974","Bs_cca","JN638751","JN638751_191",NA,NA,NA,"no_hit","og.enriched","phrog_2244","COG0617","og.enriched","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"54","K00974","Bs_cca","JN638751","JN638751_515","Q5FKF0","cca LBA0973",NA,"no_hit","og.enriched","phrog_2244","COG0617","og.enriched","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"55","K00974","Bs_cca","NC_023719","NC_023719_515",NA,NA,NA,"no_hit","og.enriched","phrog_2244","COG0617","og.enriched","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"56","K00974","Bs_cca","CP069348","CP069348_133","Q1WU19","cca LSL_0706",NA,"no_hit","og.enriched","phrog_2244","COG0617","og.enriched","Clostridioides","Clostridioides phage pCD1602_4",TRUE,"temperate",TRUE
"57","K00974","Bs_cca","NC_023719","NC_023719_191",NA,NA,NA,"no_hit","og.enriched","phrog_2244","COG0617","og.enriched","Bacillus","Bacillus phage G",TRUE,"temperate",TRUE
"58","K01126",NA,"OM236515","OM236515_54","P37965","glpQ ybeD BSU02130",NA,"no_hit","sporulation_gene","phrog_16641","COG0584","sporulation_gene","Bacillus","Bacillus phage SPR",TRUE,"temperate",TRUE
"59","K01126",NA,"ON528935","ON528935_47","P37965","glpQ ybeD BSU02130",NA,"no_hit","sporulation_gene","phrog_16641","COG0584","sporulation_gene","Bacillus","Bacillus phage vB_BteM-A9Y",TRUE,"temperate",TRUE
"60","K01126",NA,"OQ921342","OQ921342_81","P37965","glpQ ybeD BSU02130",NA,"no_hit","sporulation_gene","phrog_16641","COG0584","sporulation_gene","Bacillus","Bacillus phage SPbetaL2",TRUE,"temperate",TRUE
"61","K01126",NA,"OQ921343","OQ921343_77","P37965","glpQ ybeD BSU02130",NA,"no_hit","sporulation_gene","phrog_16641","COG0584","sporulation_gene","Bacillus","Bacillus phage SPbetaL3",TRUE,"temperate",TRUE
"62","K01247",NA,"PP197246","PP197246_35","O94468","mag2 SPBC23G7.11",NA,"no_hit","sporulation_gene",NA,"COG0122","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPDSL_ph1",TRUE,"temperate",TRUE
"63","K01258",NA,"KC481682","KC481682_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Tsamsa",TRUE,"virulent",FALSE
"64","K01258",NA,"KT151955","KT151955_152",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Brevibacillus","Brevibacillus phage Jenst",TRUE,"virulent",FALSE
"65","K01258",NA,"KT151957","KT151957_157",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Brevibacillus","Brevibacillus phage SecTim467",TRUE,"virulent",FALSE
"66","K01258",NA,"MH884508","MH884508_37",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BcoS-136",TRUE,"temperate",TRUE
"67","K01258",NA,"MK288021","MK288021_160",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage pW2",TRUE,"virulent",FALSE
"68","K01258",NA,"MT254578","MT254578_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage Izhevsk",TRUE,"virulent",FALSE
"69","K01258",NA,"NC_023007","NC_023007_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Tsamsa",TRUE,"virulent",FALSE
"70","K01258",NA,"NC_028805","NC_028805_152",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Brevibacillus","Brevibacillus phage Jenst",TRUE,"virulent",FALSE
"71","K01258",NA,"NC_071049","NC_071049_37",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BcoS-136",TRUE,"temperate",TRUE
"72","K01258",NA,"NC_071042","NC_071042_23",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Sophrita",TRUE,"virulent",FALSE
"73","K01258",NA,"NC_071043","NC_071043_160",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage pW2",TRUE,"virulent",FALSE
"74","K01258",NA,"NC_071044","NC_071044_20",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Nate",TRUE,"virulent",FALSE
"75","K01258",NA,"NC_071045","NC_071045_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage Izhevsk",TRUE,"virulent",FALSE
"76","K01258",NA,"NC_071046","NC_071046_220",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Skywalker",TRUE,"virulent",FALSE
"77","K01258",NA,"NC_071047","NC_071047_18",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_MrDarsey",TRUE,"virulent",FALSE
"78","K01258",NA,"NC_071048","NC_071048_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca",TRUE,"virulent",FALSE
"79","K01258",NA,"NC_071050","NC_071050_198",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02",TRUE,"temperate",TRUE
"80","K01258",NA,"NC_073050","NC_073050_86",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage FADO",TRUE,"temperate",TRUE
"81","K01258",NA,"OK499972","OK499972_21",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca",TRUE,"virulent",FALSE
"82","K01258",NA,"OK499987","OK499987_18",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_MrDarsey",TRUE,"virulent",FALSE
"83","K01258",NA,"OK499991","OK499991_23",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Sophrita",TRUE,"virulent",FALSE
"84","K01258",NA,"OK499992","OK499992_20",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Nate",TRUE,"virulent",FALSE
"85","K01258",NA,"OK499994","OK499994_220",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Skywalker",TRUE,"virulent",FALSE
"86","K01258",NA,"OM236516","OM236516_86",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage FADO",TRUE,"temperate",TRUE
"87","K01258",NA,"OM634653","OM634653_198",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BsuS_PJN02",TRUE,"temperate",TRUE
"88","K01258",NA,"ON133270","ON133270_46",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage 2S-4",TRUE,"temperate",TRUE
"89","K01258",NA,"ON548418","ON548418_236",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax2",TRUE,"virulent",FALSE
"90","K01258",NA,"ON548420","ON548420_249",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax4",TRUE,"virulent",FALSE
"91","K01258",NA,"ON548421","ON548421_210",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax5",TRUE,"virulent",FALSE
"92","K01258",NA,"PP965177","PP965177_249",NA,NA,NA,"no_hit","sporulation_gene","phrog_4191","COG2195","sporulation_gene","Bacillus","Bacillus phage KoopaTroopa",TRUE,"virulent",FALSE
"93","K01356","Bs_lexA","NC_011645","NC_011645_23",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage TP21-L",TRUE,"temperate",TRUE
"94","K01356","Bs_lexA","MZ983385","MZ983385_48",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Psychrobacillus","Psychrobacillus phage PVJ1",TRUE,"temperate",TRUE
"95","K01356","Bs_lexA","MH431933","MH431933_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage DevRi",TRUE,"temperate",TRUE
"96","K01356","Bs_lexA","EU887664","EU887664_23",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage TP21-L",TRUE,"temperate",TRUE
"97","K01356","Bs_lexA","KT361649","KT361649_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Fern",TRUE,"temperate",TRUE
"98","K01356","Bs_lexA","MH431932","MH431932_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Arcticfreeze",TRUE,"temperate",TRUE
"99","K01356","Bs_lexA","OP341629","OP341629_26","P44858","lexA HI_0749",NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Geobacillus","Geobacillus phage vB_GthS_PK5.2",TRUE,"temperate",TRUE
"100","K01356","Bs_lexA","KT361650","KT361650_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Willow",TRUE,"temperate",TRUE
"101","K01356","Bs_lexA","MG727700","MG727700_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Tadhana",TRUE,"temperate",TRUE
"102","K01356","Bs_lexA","OP503989","OP503989_34",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Callan",TRUE,"temperate",TRUE
"103","K01356","Bs_lexA","MH454079","MH454079_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Jacopo",TRUE,"temperate",TRUE
"104","K01356","Bs_lexA","MW927519","MW927519_28",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Neutron",TRUE,"temperate",TRUE
"105","K01356","Bs_lexA","MW927518","MW927518_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Mock2",TRUE,"temperate",TRUE
"106","K01356","Bs_lexA","JX887877","JX887877_6",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage vB_BtS_BMBtp2",TRUE,"temperate",TRUE
"107","K01356","Bs_lexA","MH454083","MH454083_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Saudage",TRUE,"temperate",TRUE
"108","K01356","Bs_lexA","MH431931","MH431931_31",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Yyerffej",TRUE,"temperate",TRUE
"109","K01356","Bs_lexA","NC_028930","NC_028930_27",NA,NA,NA,"no_hit","og.enriched","phrog_811","COG1974","og.enriched","Paenibacillus","Paenibacillus phage Tripp",TRUE,"virulent",FALSE
"110","K01356","Bs_lexA","GU233956","GU233956_24",NA,NA,NA,"no_hit","og.enriched","phrog_3502","COG1974","og.enriched","Bacillus","Bacillus phage 11143",TRUE,"temperate",TRUE
"111","K01356","Bs_lexA","MK560763","MK560763_38","A4J5P4","lexA Dred_1873",NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Virgibacillus","Virgibacillus phage Mimir87",TRUE,"temperate",TRUE
"112","K01356","Bs_lexA","ON453900","ON453900_3",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Clostridium","Clostridium phage Maintenon",TRUE,"temperate",TRUE
"113","K01356","Bs_lexA","MW927512","MW927512_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Bert",TRUE,"temperate",TRUE
"114","K01356","Bs_lexA","KF010834","KF010834_30",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Paenibacillus","Paenibacillus phage phiIBB_P123",TRUE,"temperate",TRUE
"115","K01356","Bs_lexA","NC_047912","NC_047912_3",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Faecalibacterium","Faecalibacterium phage FP_Lugh",TRUE,"virulent",FALSE
"116","K01356","Bs_lexA","MH431934","MH431934_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Gryphonian",TRUE,"temperate",TRUE
"117","K01356","Bs_lexA","NC_019912","NC_019912_6",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage vB_BtS_BMBtp2",TRUE,"temperate",TRUE
"118","K01356","Bs_lexA","NC_048718","NC_048718_32",NA,NA,NA,"no_hit","og.enriched",NA,"COG1974","og.enriched","Paenibacillus","Paenibacillus phage Jacopo",TRUE,"temperate",TRUE
"119","K01356","Bs_lexA","OR574845","OR574845_39","P69202","C2",NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Clostridium","Clostridium phage phiCs5676-1",TRUE,"temperate",TRUE
"120","K01356","Bs_lexA","MH454076","MH454076_24","A0Q0N2","lexA NT01CX_2111",NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Paenibacillus","Paenibacillus phage Ash",TRUE,"virulent",FALSE
"121","K01356","Bs_lexA","DQ453159","DQ453159_24","Q3ACC4","lexA CHY_1378",NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Geobacillus","Geobacillus virus E2",TRUE,"temperate",TRUE
"122","K01356","Bs_lexA","NC_021865","NC_021865_30",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Paenibacillus","Paenibacillus phage phiIBB_P123",TRUE,"temperate",TRUE
"123","K01356","Bs_lexA","MW749009","MW749009_21","Q79RI9","ORF-96",NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage vB_BspP_Dartukuta",TRUE,"temperate",TRUE
"124","K01356","Bs_lexA","KX190834","KX190834_2",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage BMBtpLA3",TRUE,"temperate",TRUE
"125","K01356","Bs_lexA","KX190835","KX190835_45",NA,NA,NA,"no_hit","og.enriched","phrog_3502","COG1974","og.enriched","Bacillus","Bacillus phage vB_BtS_BMBtp15",TRUE,"temperate",TRUE
"126","K01356","Bs_lexA","NC_048691","NC_048691_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Tadhana",TRUE,"temperate",TRUE
"127","K01356","Bs_lexA","PP479941","PP479941_31","P44207","HI_1476",NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Faecalibacterium","Faecalibacterium phage Aster",TRUE,"temperate",TRUE
"128","K01356","Bs_lexA","MH431937","MH431937_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Lucielle",TRUE,"temperate",TRUE
"129","K01356","Bs_lexA","KT755656","KT755656_27",NA,NA,NA,"no_hit","og.enriched","phrog_811","COG1974","og.enriched","Paenibacillus","Paenibacillus phage Tripp",TRUE,"virulent",FALSE
"130","K01356","Bs_lexA","NC_028851","NC_028851_29",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Fern",TRUE,"temperate",TRUE
"131","K01356","Bs_lexA","KX190835","KX190835_2","P69202","C2",NA,"no_hit","og.enriched","phrog_4","COG1974","og.enriched","Bacillus","Bacillus phage vB_BtS_BMBtp15",TRUE,"temperate",TRUE
"132","K01356","Bs_lexA","MW927513","MW927513_31",NA,NA,NA,"no_hit","og.enriched","phrog_4","COG2932","og.enriched","Paenibacillus","Paenibacillus phage Bohemia",TRUE,"temperate",TRUE
