"","ID","GTDB_tax","sequence_id","predicted_label","p_temperate","p_virulent","matched_phyla","matched_class","matched_order","matched_family","matched_word"
"122","Chehoud_donor_NODE_24_length_19622_cov_13.283488","Bacteria;Firmicutes;Streptococcaceae",142930,"temperate","0.8958077279582594","0.1041922720417406",NA,NA,NA,"Streptococcaceae",NA
"126","Chehoud_donor_NODE_4_length_41624_cov_12.198730","Bacteria;Firmicutes_A;Lachnospiraceae",142938,"temperate","0.6141412525021849","0.3858587474978152",NA,NA,NA,"Lachnospiraceae",NA
"129","Chehoud_donor_NODE_45_length_10447_cov_10.418495","Bacteria;Firmicutes;Streptococcaceae",142936,"virulent","0.3748481522575767","0.6251518477424233",NA,NA,NA,"Streptococcaceae",NA
"130","Chehoud_donor_NODE_46_length_10407_cov_5.036515","Bacteria;Firmicutes_A;Lachnospiraceae",142937,"temperate","0.8374689659578655","0.1625310340421346",NA,NA,NA,"Lachnospiraceae",NA
"131","Chehoud_donor_NODE_5_length_40782_cov_41.940654","Bacteria;Firmicutes_A;Lachnospiraceae",142941,"temperate","0.8406194696388404","0.1593805303611595",NA,NA,NA,"Lachnospiraceae",NA
"132","Chehoud_donor_NODE_50_length_10093_cov_15.899382","Bacteria;Proteobacteria;Enterobacteriaceae",142939,"temperate","0.9070782401421672","0.09292175985783271",NA,NA,NA,"Enterobacteriaceae",NA
"134","Chehoud_donor_NODE_6_length_40473_cov_156.131303","Bacteria;Firmicutes_A;UBA1381",142942,"temperate","0.7588948155653602","0.24110518443463977",NA,NA,"UBA1381","UBA1381","UBA1381"
"144","Chehoud_patient_1_NODE_3_length_43672_cov_1017.789921","Bacteria;Firmicutes_A;Oscillospiraceae",142954,"virulent","0.482964861158244","0.517035138841756",NA,NA,NA,"Oscillospiraceae",NA
"147","Chehoud_patient_1_NODE_4_length_42455_cov_24.570825","Bacteria;Proteobacteria;Enterobacteriaceae",142956,"temperate","0.8340460547385925","0.16595394526140742",NA,NA,NA,"Enterobacteriaceae",NA
"148","Chehoud_patient_1_NODE_47_length_3745_cov_204.679133","Bacteria;Bacteroidota;Bacteroidaceae",142955,"temperate","0.7035152514236876","0.29648474857631235","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"153","Chehoud_patient_2_NODE_13_length_29569_cov_11.363489","Bacteria;Firmicutes;Lactobacillaceae",142961,"temperate","0.6554234882641341","0.3445765117358659",NA,NA,NA,"Lactobacillaceae",NA
"154","Chehoud_patient_2_NODE_19_length_19315_cov_52.877259","Bacteria;Proteobacteria;Enterobacteriaceae",142962,"temperate","0.8673424976043169","0.13265750239568314",NA,NA,NA,"Enterobacteriaceae",NA
"155","Chehoud_patient_2_NODE_21_length_18365_cov_13.835445","Bacteria;Proteobacteria;Enterobacteriaceae",142963,"temperate","0.8884283913877415","0.11157160861225848",NA,NA,NA,"Enterobacteriaceae",NA
"161","Chehoud_patient_2_NODE_30_length_15603_cov_28.922627","Bacteria;Proteobacteria;Enterobacteriaceae",142968,"temperate","0.9329264652530291","0.06707353474697082",NA,NA,NA,"Enterobacteriaceae",NA
"162","Chehoud_patient_2_NODE_32_length_15279_cov_649.803731","Bacteria;Proteobacteria;Enterobacteriaceae",142969,"temperate","0.9441760452102395","0.05582395478976056",NA,NA,NA,"Enterobacteriaceae",NA
"163","Chehoud_patient_2_NODE_6_length_40366_cov_1166.857136","Bacteria;Proteobacteria;Enterobacteriaceae",142972,"temperate","0.8573664397298572","0.14263356027014293",NA,NA,NA,"Enterobacteriaceae",NA
"172","Chehoud_patient_3_NODE_33_length_17673_cov_8.583267","Bacteria;Firmicutes_A;Lachnospiraceae",142980,"temperate","0.5631846645157091","0.43681533548429086",NA,NA,NA,"Lachnospiraceae",NA
"174","Chehoud_patient_3_NODE_44_length_12769_cov_7.490168","Bacteria;Firmicutes_C;Veillonellaceae",142982,"virulent","0.48910479305681376","0.5108952069431862",NA,NA,NA,"Veillonellaceae",NA
"175","Chehoud_patient_3_NODE_45_length_12070_cov_7.039035","Bacteria;Firmicutes_A;Lachnospiraceae",142983,"temperate","0.7835115604613364","0.2164884395386636",NA,NA,NA,"Lachnospiraceae",NA
"178","Chehoud_patient_3_NODE_7_length_46099_cov_41.014725","Bacteria;Firmicutes_A;CAG-508",142988,"temperate","0.6985479943588687","0.3014520056411312",NA,NA,NA,"CAG-508",NA
"182","Chehoud_patient_3_NODE_94_length_5673_cov_5.696333","Bacteria;Bacteroidota;Bacteroidaceae",142990,"virulent","0.006247487950159809","0.9937525120498402","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"185","Draper_2018_SRR6914058_NODE_57_length_7467_cov_6.913788","Bacteria;Firmicutes_A;CAG-727",142993,"temperate","0.7137167388198457","0.2862832611801543",NA,NA,NA,NA,NA
"186","Draper_2018_SRR6914059_NODE_11_length_40952_cov_71.621977","Bacteria;Firmicutes_A;Oscillospiraceae",142994,"temperate","0.6637403064264122","0.3362596935735877",NA,NA,NA,"Oscillospiraceae",NA
"189","Draper_2018_SRR6914060_NODE_10_length_59478_cov_40.168756","Bacteria;Firmicutes_A;CAG-382",142997,"virulent","0.33387211194985333","0.6661278880501467",NA,NA,NA,"CAG-382",NA
"193","Draper_2018_SRR6914061_NODE_12_length_39362_cov_110.984227","Bacteria;Firmicutes_A;Lachnospiraceae",143001,"temperate","0.7265032071299237","0.27349679287007633",NA,NA,NA,"Lachnospiraceae",NA
"198","Draper_2018_SRR6914062_NODE_20_length_24112_cov_28.146527","Bacteria;Firmicutes_A;CAG-138",143006,"temperate","0.5361775315796222","0.4638224684203778",NA,NA,NA,"CAG-138",NA
"202","Draper_2018_SRR6914062_NODE_54_length_12007_cov_10.111613","Bacteria;Bacteroidota;Marinifilaceae",143010,"virulent","0.34475481961988347","0.6552451803801166","Bacteroidota",NA,NA,"Marinifilaceae",NA
"203","Draper_2018_SRR6914062_NODE_55_length_11997_cov_66.929744","Bacteria;Bacteroidota;Tannerellaceae",143011,"virulent","0.03736269573411633","0.9626373042658837","Bacteroidota",NA,NA,"Tannerellaceae",NA
"210","Draper_2018_SRR6914065_NODE_14_length_37670_cov_21.431716","Bacteria;Bacteroidota;Marinifilaceae",143018,"virulent","0.09700361226073997","0.9029963877392599","Bacteroidota",NA,NA,"Marinifilaceae",NA
"217","Draper_2018_SRR6914067_NODE_6_length_65802_cov_361.031500","Bacteria;Bacteroidota;Bacteroidaceae",143025,"temperate","0.6141971528887553","0.38580284711124474","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"218","Draper_2018_SRR6914067_NODE_7_length_60889_cov_63.702929","Bacteria;Firmicutes_A;Oscillospiraceae",143026,"temperate","0.5130721844027214","0.4869278155972787",NA,NA,NA,"Oscillospiraceae",NA
"221","Draper_2018_SRR6914068_NODE_2_length_59685_cov_257.101761","Bacteria;Proteobacteria;Enterobacteriaceae",143030,"virulent","0.13478212994716593","0.865217870052834",NA,NA,NA,"Enterobacteriaceae",NA
"224","Draper_2018_SRR6914068_NODE_4_length_37075_cov_67.446029","Bacteria;Proteobacteria;Enterobacteriaceae",143032,"temperate","0.8568621142009826","0.14313788579901737",NA,NA,NA,"Enterobacteriaceae",NA
"228","Draper_2018_SRR6914070_NODE_35_length_5681_cov_31.728404","Bacteria;Firmicutes_A;Ruminococcaceae",143036,"virulent","0.40933309354534964","0.5906669064546505",NA,NA,NA,"Ruminococcaceae",NA
"233","Draper_2018_SRR6914072_NODE_14_length_14424_cov_13.771174","Bacteria;Proteobacteria;Enterobacteriaceae",143041,"temperate","0.8604157954209974","0.1395842045790025",NA,NA,NA,"Enterobacteriaceae",NA
"234","Draper_2018_SRR6914072_NODE_15_length_12114_cov_9.772286","Bacteria;Proteobacteria;Enterobacteriaceae",143042,"temperate","0.9593999374067875","0.04060006259321258",NA,NA,NA,"Enterobacteriaceae",NA
"235","Draper_2018_SRR6914072_NODE_5_length_40167_cov_84.427927","Bacteria;Proteobacteria;Enterobacteriaceae",143043,"temperate","0.7193689953343961","0.2806310046656038",NA,NA,NA,"Enterobacteriaceae",NA
"236","Draper_2018_SRR6914072_NODE_6_length_39975_cov_2208.713552","Bacteria;Proteobacteria;Enterobacteriaceae",143044,"temperate","0.8765094542222729","0.12349054577772718",NA,NA,NA,"Enterobacteriaceae",NA
"237","Draper_2018_SRR6914072_NODE_7_length_39171_cov_311.778479","Bacteria;Proteobacteria;Enterobacteriaceae",143045,"temperate","0.8914299386551839","0.10857006134481598",NA,NA,NA,"Enterobacteriaceae",NA
"238","Draper_2018_SRR6914073_NODE_1_length_134112_cov_64.074737","Bacteria;Bacteroidota;Bacteroidaceae",143046,"virulent","0.08889257588215173","0.9111074241178483","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"241","Draper_2018_SRR6914073_NODE_4_length_26720_cov_23.044065","Bacteria;Firmicutes;Erysipelatoclostridiaceae",143049,"temperate","0.5305979213098184","0.4694020786901816",NA,NA,NA,NA,NA
"242","Draper_2018_SRR6914073_NODE_8_length_16507_cov_337.696207","Bacteria;Firmicutes_A;Lachnospiraceae",143050,"temperate","0.7085166538254379","0.2914833461745621",NA,NA,NA,"Lachnospiraceae",NA
"243","Draper_2018_SRR6914074_NODE_10_length_12176_cov_1004.509776","Bacteria;Bacteroidota;Bacteroidaceae",143051,"temperate","0.7544191453969736","0.24558085460302634","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"250","Draper_2018_SRR6914078_NODE_3_length_57727_cov_12.078478","Bacteria;Firmicutes_A;Oscillospiraceae",143058,"virulent","0.46963461164926396","0.530365388350736",NA,NA,NA,"Oscillospiraceae",NA
"252","Draper_2018_SRR6914079_NODE_109_length_5741_cov_191.025325","Bacteria;Firmicutes_A;Oscillospiraceae",143060,"virulent","0.185062687823798","0.8149373121762019",NA,NA,NA,"Oscillospiraceae",NA
"253","Draper_2018_SRR6914079_NODE_122_length_5326_cov_27.669702","Bacteria;Firmicutes;CAG-433",143061,"temperate","0.7351294789605813","0.26487052103941866",NA,NA,NA,NA,"CAG-433"
"255","Draper_2018_SRR6914079_NODE_136_length_4706_cov_842.443776","Bacteria;Firmicutes_A;CAG-314",143063,"temperate","0.5814321700680573","0.41856782993194275",NA,NA,NA,"CAG-314","CAG-314"
"259","Draper_2018_SRR6914079_NODE_75_length_7843_cov_14.900488","Bacteria;Firmicutes;CAG-433",143067,"virulent","0.32969614826807586","0.6703038517319241",NA,NA,NA,NA,"CAG-433"
"266","Draper_2018_SRR6914081_NODE_49_length_5623_cov_13.178341","Bacteria;Firmicutes_A;Ruminococcaceae",143074,"virulent","0.46982905440201866","0.5301709455979814",NA,NA,NA,"Ruminococcaceae",NA
"268","Draper_2018_SRR6914082_NODE_9_length_45095_cov_90.000289","Bacteria;Firmicutes_A;Lachnospiraceae",143076,"temperate","0.7601513437383496","0.2398486562616505",NA,NA,NA,"Lachnospiraceae",NA
"272","Draper_2018_SRR6914084_NODE_63_length_5385_cov_97.757598","Bacteria;Firmicutes_A;Oscillospiraceae",143080,"virulent","0.23986513150224092","0.7601348684977591",NA,NA,NA,"Oscillospiraceae",NA
"273","Draper_2018_SRR6914084_NODE_69_length_5006_cov_24.095132","Bacteria;Firmicutes_C;Acidaminococcaceae",143081,"virulent","0.24285976798003714","0.7571402320199628",NA,NA,NA,"Acidaminococcaceae",NA
"274","Draper_2018_SRR6914085_NODE_1_length_49175_cov_169.251669","Bacteria;Proteobacteria;Enterobacteriaceae",143083,"temperate","0.8507101617443211","0.1492898382556788",NA,NA,NA,"Enterobacteriaceae",NA
"275","Draper_2018_SRR6914085_NODE_18_length_6432_cov_7.405990","Bacteria;Proteobacteria;Enterobacteriaceae",143082,"temperate","0.9578651707603085","0.04213482923969148",NA,NA,NA,"Enterobacteriaceae",NA
"276","Draper_2018_SRR6914085_NODE_2_length_33080_cov_44.302468","Bacteria;Firmicutes;Enterococcaceae",143086,"temperate","0.923082543116099","0.0769174568839009",NA,NA,NA,"Enterococcaceae",NA
"277","Draper_2018_SRR6914085_NODE_21_length_6241_cov_7.131426","Bacteria;Proteobacteria;Enterobacteriaceae",143084,"temperate","0.6769203862370077","0.3230796137629923",NA,NA,NA,"Enterobacteriaceae",NA
"279","Draper_2018_SRR6914085_NODE_3_length_31447_cov_9.735665","Bacteria;Firmicutes;Streptococcaceae",143088,"temperate","0.6412953894753909","0.3587046105246092",NA,NA,NA,"Streptococcaceae",NA
"280","Draper_2018_SRR6914085_NODE_33_length_5085_cov_9.483499","Bacteria;Proteobacteria;Enterobacteriaceae",143087,"temperate","0.8275510507417432","0.1724489492582568",NA,NA,NA,"Enterobacteriaceae",NA
"281","Draper_2018_SRR6914085_NODE_4_length_14533_cov_12.705277","Bacteria;Firmicutes;Streptococcaceae",143089,"temperate","0.9103249748946769","0.08967502510532316",NA,NA,NA,"Streptococcaceae",NA
"283","Draper_2018_SRR6914085_NODE_7_length_11728_cov_10.311060","Bacteria;Proteobacteria;Enterobacteriaceae",143091,"temperate","0.9748908820451601","0.025109117954839996",NA,NA,NA,"Enterobacteriaceae",NA
"292","Draper_2018_SRR6914090_NODE_26_length_6053_cov_147.623875","Bacteria;Bacteroidota;Bacteroidaceae",143100,"virulent","0.41817807257756257","0.5818219274224374","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"293","Draper_2018_SRR6914090_NODE_32_length_5090_cov_827.880040","Bacteria;Firmicutes_C;Acidaminococcaceae",143101,"virulent","0.21102925540845927","0.7889707445915407",NA,NA,NA,"Acidaminococcaceae",NA
"295","Draper_2018_SRR6914091_NODE_14_length_37921_cov_39.019622","Bacteria;Firmicutes;CAG-302",143103,"temperate","0.9441854805786464","0.05581451942135367",NA,NA,NA,NA,"CAG-302"
"298","Draper_2018_SRR6914091_NODE_41_length_9267_cov_9.183456","Bacteria;Bacteroidota;Bacteroidaceae",143106,"virulent","0.2486432599234366","0.7513567400765634","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"299","Draper_2018_SRR6914091_NODE_69_length_6112_cov_11.487370","Bacteria;Firmicutes;CAG-1000",143107,"temperate","0.7394367725231947","0.2605632274768052",NA,NA,NA,NA,"CAG-1000"
"300","Draper_2018_SRR6914091_NODE_70_length_6107_cov_4833.169035","Bacteria;Bacteroidota;Bacteroidaceae",143108,"temperate","0.6462628363068905","0.3537371636931095","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"302","Draper_2018_SRR6914091_NODE_8_length_72007_cov_43.536385","Bacteria;Bacteroidota;Barnesiellaceae",143110,"temperate","0.5993571355771196","0.4006428644228804","Bacteroidota",NA,NA,"Barnesiellaceae",NA
"303","Draper_2018_SRR6914091_NODE_9_length_61572_cov_74.981062","Bacteria;Firmicutes_A;Lachnospiraceae",143111,"temperate","0.7916396432298063","0.2083603567701937",NA,NA,NA,"Lachnospiraceae",NA
"304","Draper_2018_SRR6914093_NODE_1_length_114491_cov_121.176142","Bacteria;Bacteroidota;Bacteroidaceae",143115,"virulent","0.08502678002298991","0.9149732199770101","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"305","Draper_2018_SRR6914093_NODE_10_length_41655_cov_79.615553","Bacteria;Firmicutes_A;Lachnospiraceae",143112,"temperate","0.6962952310234759","0.3037047689765241",NA,NA,NA,"Lachnospiraceae",NA
"307","Draper_2018_SRR6914093_NODE_12_length_28201_cov_26.702125","Bacteria;Firmicutes_A;Lachnospiraceae",143114,"temperate","0.5106850625653954","0.4893149374346047",NA,NA,NA,"Lachnospiraceae",NA
"308","Draper_2018_SRR6914093_NODE_7_length_58348_cov_52.504863","Bacteria;Firmicutes_A;Lachnospiraceae",143116,"temperate","0.7473043228869843","0.2526956771130157",NA,NA,NA,"Lachnospiraceae",NA
"316","Draper_2018_SRR6914096_NODE_1_length_101386_cov_119.228114","Bacteria;Spirochaetota;Sphaerochaetaceae",143125,"virulent","0.04856962049541532","0.9514303795045846","Spirochaetota",NA,NA,"Sphaerochaetaceae",NA
"334","Draper_2018_SRR6914105_NODE_26_length_6314_cov_15.598977","Bacteria;Bacteroidota;Bacteroidaceae",143142,"temperate","0.5732623320611739","0.42673766793882606","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"339","Draper_2018_SRR6914108_NODE_21_length_10301_cov_2010.356529","Bacteria;Firmicutes_A;Acutalibacteraceae",143146,"virulent","0.29954095973178835","0.7004590402682116",NA,NA,NA,"Acutalibacteraceae",NA
"359","Draper_2018_SRR6914111_NODE_70_length_8445_cov_14.641120","Bacteria;Firmicutes;CAG-302",143167,"virulent","0.3477978883854786","0.6522021116145215",NA,NA,NA,NA,"CAG-302"
"361","Draper_2018_SRR6914112_NODE_3_length_24773_cov_6597.396027","Bacteria;Bacteroidota;Bacteroidaceae",143169,"virulent","0.08804207187467529","0.9119579281253247","Bacteroidota",NA,NA,"Bacteroidaceae",NA
"362","Draper_2018_SRR6914112_NODE_5_length_17809_cov_30.519883","Bacteria;Actinobacteriota;Eggerthellaceae",143170,"virulent","0.38007715261319475","0.6199228473868053",NA,NA,NA,"Eggerthellaceae",NA
"363","Draper_2018_SRR6914113_NODE_54_length_5312_cov_277.646757","Bacteria;Firmicutes_A;Acutalibacteraceae",143171,"virulent","0.32584588029181893","0.6741541197081811",NA,NA,NA,"Acutalibacteraceae",NA
"364","Draper_2018_SRR6914113_NODE_63_length_4687_cov_523.400691","Bacteria;Firmicutes_A;CAG-314",143172,"temperate","0.6410848915238176","0.3589151084761824",NA,NA,NA,"CAG-314","CAG-314"
