"","Sequence_ID","Cluster"
"326","KT809368_0A_Fwd_350","21"
"327","KT878766_0A_Fwd_359","21"
"328","KY653125_0A_Fwd_107","21"
"329","MH321492_0A_Fwd_371","21"
"330","MK290764_0A_Fwd_100","21"
"331","MT013111_0A_Fwd_376","21"
"332","MW924889_0A_Fwd_347","21"
"333","MZ041098_0A_Fwd_282","21"
"334","OM439672_0A_Fwd_116","21"
"335","OM439673_0A_Fwd_961","21"
"336","OM439674_0A_Fwd_101","21"
"337","ON571632_0A_Fwd_106","21"
"338","ON911715_0A_Fwd_998","21"
"339","ON911716_0A_Fwd_107","21"
"340","ON911718_0A_Fwd_970","21"
"341","OP136133_0A_Fwd_113","21"
"342","OP136135_0A_Fwd_110","21"
"343","OP947204_0A_Fwd_115","21"
"344","OR453397_0A_Fwd_101","21"
"345","OR453398_0A_Fwd_101","21"
"346","PP098623_0A_Fwd_983","21"
"347","PP098624_0A_Fwd_110","21"
"348","PP197657_0A_Fwd_110","21"
"349","AB045978_0A_Fwd_153","22"
"350","JX174275_0A_Fwd_405","22"
"351","AB231700_0A_Fwd_130","23"
"352","KF356199_0A_Fwd_138","23"
"353","PP681321_0A_Fwd_136","23"
"354","PP681322_0A_Fwd_138","23"
"355","PP681323_0A_Fwd_142","23"
"356","PP681324_0A_Fwd_142","23"
"357","AB231700_0A_Rev_107","24"
"358","KF356199_0A_Rev_115","24"
"359","PP681321_0A_Rev_112","24"
"360","PP681322_0A_Rev_114","24"
"361","PP681323_0A_Rev_119","24"
"362","PP681324_0A_Rev_119","24"
"363","AB231700_0A_Fwd_143","25"
"364","KF356199_0A_Fwd_150","25"
"365","PP681321_0A_Fwd_150","25"
"366","PP681322_0A_Fwd_152","25"
"367","PP681323_0A_Fwd_156","25"
"368","PP681324_0A_Fwd_156","25"
"369","AB231700_0A_Rev_136","26"
"370","AB231700_0A_Fwd_297","27"
"371","AB231700_0A_Fwd_260","28"
"372","AB243556_0A_Rev_913","29"
"373","AB370268_0A_Rev_719","29"
"374","AY954950_0A_Rev_308","29"
"375","AY954963_0A_Rev_344","29"
"376","CP062426_0A_Rev_309","29"
"377","DQ530360_0A_Rev_725","29"
"378","KC595279_0A_Rev_753","29"
"379","KR709302_0A_Rev_737","29"
"380","KR709303_0A_Rev_737","29"
"381","MH321492_0A_Rev_338","29"
"382","ON911716_0A_Rev_764","29"
"383","AB259123_0A_Fwd_510","30"
"384","AB434711_0A_Fwd_506","30"
"385","AB981170_0A_Fwd_506","30"
"386","AB276040_0A_Rev_380","31"
"387","AB276040_0A_Rev_385","32"
"388","AB276040_0A_Rev_235","33"
"389","AB981169_0A_Rev_289","33"
"390","ON170026_0A_Rev_223","33"
"391","ON170061_0A_Rev_226","33"
"392","ON170070_0A_Rev_223","33"
"393","ON170084_0A_Rev_101","33"
"394","ON170173_0A_Rev_243","33"
"395","ON170213_0A_Rev_227","33"
"396","ON170233_0A_Rev_227","33"
"397","ON170235_0A_Rev_227","33"
"398","ON170237_0A_Rev_227","33"
"399","ON170241_0A_Rev_227","33"
"400","ON170243_0A_Rev_227","33"
"401","ON170258_0A_Rev_226","33"
"402","ON170276_0A_Rev_226","33"
"403","ON170348_0A_Rev_218","33"
"404","ON170351_0A_Rev_101","33"
"405","AB276040_0A_Rev_321","34"
"406","ON170026_0A_Rev_301","34"
"407","ON170061_0A_Rev_304","34"
"408","ON170070_0A_Rev_301","34"
"409","ON170084_0A_Rev_184","34"
"410","ON170213_0A_Rev_295","34"
"411","ON170233_0A_Rev_295","34"
"412","ON170235_0A_Rev_295","34"
"413","ON170237_0A_Rev_295","34"
"414","ON170241_0A_Rev_295","34"
"415","ON170243_0A_Rev_295","34"
"416","ON170258_0A_Rev_303","34"
"417","ON170351_0A_Rev_184","34"
"418","AB276040_0A_Fwd_330","35"
"419","ON170026_0A_Fwd_310","35"
"420","ON170061_0A_Fwd_313","35"
"421","ON170070_0A_Fwd_310","35"
"422","ON170084_0A_Fwd_194","35"
"423","ON170258_0A_Fwd_313","35"
"424","ON170351_0A_Fwd_194","35"
"425","AB362338_0A_Fwd_341","36"
"426","AB426868_0A_Fwd_341","36"
"427","AF217253_0A_Fwd_159","36"
"428","AF527608_0A_Fwd_341","36"
"429","BK000583_0A_Fwd_341","36"
"430","CP051279_0A_Fwd_290","36"
"431","JF900176_0A_Fwd_147","36"
"432","KU878967_0A_Fwd_150","36"
"433","KU927491_0A_Fwd_155","36"
"434","KU927492_0A_Fwd_340","36"
"435","KU927494_0A_Fwd_349","36"
"436","KU927495_0A_Fwd_149","36"
"437","KU927496_0A_Fwd_147","36"
"438","KU927498_0A_Fwd_340","36"
"439","KX776161_0A_Fwd_506","36"
"440","LC730322_0A_Fwd_341","36"
"441","MG407615_0A_Fwd_668","36"
"442","MH370387_0A_Fwd_167","36"
"443","MK770414_0A_Fwd_135","36"
"444","MK770415_0A_Fwd_962","36"
"445","MK972685_0A_Fwd_341","36"
"446","MK972686_0A_Fwd_329","36"
"447","MK972687_0A_Fwd_244","36"
"448","MN161573_0A_Fwd_341","36"
"449","MT774487_0A_Fwd_329","36"
"450","MT932212_0A_Fwd_323","36"
"451","ON809756_0A_Fwd_337","36"
"452","OP377721_0A_Fwd_128","36"
"453","OP924285_0A_Fwd_353","36"
"454","OQ031658_0A_Fwd_341","36"
"455","OR850760_0A_Fwd_668","36"
"456","AB362338_0A_Rev_366","37"
"457","AB426868_0A_Rev_366","37"
"458","AF217253_0A_Rev_184","37"
"459","AF527608_0A_Rev_366","37"
"460","BK000583_0A_Rev_366","37"
"461","CP051278_0A_Rev_305","37"
"462","CP051279_0A_Rev_315","37"
"463","CP051285_0A_Rev_364","37"
"464","CP051288_0A_Rev_246","37"
"465","DQ003260_0A_Rev_196","37"
"466","GU573886_0A_Rev_197","37"
"467","JQ806763_0A_Rev_355","37"
"468","JQ806764_0A_Rev_445","37"
"469","KX776161_0A_Rev_832","37"
"470","LC730322_0A_Rev_366","37"
"471","MG407615_0A_Rev_946","37"
"472","MH370364_0A_Rev_457","37"
"473","MH370382_0A_Rev_465","37"
"474","MH370383_0A_Rev_465","37"
"475","MH370387_0A_Rev_195","37"
"476","MK770414_0A_Rev_178","37"
"477","MK770415_0A_Rev_139","37"
"478","MK972685_0A_Rev_385","37"
"479","MK972686_0A_Rev_372","37"
"480","MK972687_0A_Rev_287","37"
"481","MN161573_0A_Rev_366","37"
"482","MT774487_0A_Rev_354","37"
"483","MT932212_0A_Rev_348","37"
"484","ON809756_0A_Rev_365","37"
"485","OP924285_0A_Rev_380","37"
"486","OQ031658_0A_Rev_366","37"
"487","AB362338_0A_Rev_788","38"
"488","AB426868_0A_Rev_788","38"
"489","AF217253_0A_Rev_313","38"
"490","AF527608_0A_Rev_788","38"
"491","BK000583_0A_Rev_788","38"
"492","KU878967_0A_Rev_320","38"
"493","KU927491_0A_Rev_325","38"
"494","KU927492_0A_Rev_902","38"
"495","KU927494_0A_Rev_902","38"
"496","KU927495_0A_Rev_320","38"
"497","KU927496_0A_Rev_317","38"
"498","KU927498_0A_Rev_901","38"
"499","LC730322_0A_Rev_788","38"
"500","MK770414_0A_Rev_302","38"
"501","MK770415_0A_Rev_263","38"
"502","MK972685_0A_Rev_896","38"
"503","MK972686_0A_Rev_773","38"
"504","MK972687_0A_Rev_412","38"
"505","MN161573_0A_Rev_788","38"
"506","MT932212_0A_Rev_815","38"
"507","OP924285_0A_Rev_100","38"
"508","OQ031658_0A_Rev_788","38"
"509","AB362338_0A_Fwd_640","39"
"510","AB426868_0A_Fwd_640","39"
"511","AF217253_0A_Fwd_298","39"
"512","AF527608_0A_Fwd_640","39"
"513","BK000583_0A_Fwd_640","39"
"514","KU878967_0A_Fwd_305","39"
"515","KU927491_0A_Fwd_310","39"
"516","KU927492_0A_Fwd_755","39"
"517","KU927494_0A_Fwd_755","39"
"518","KU927495_0A_Fwd_305","39"
"519","KU927496_0A_Fwd_302","39"
"520","KU927498_0A_Fwd_753","39"
"521","KX776161_0A_Fwd_199","39"
"522","LC730322_0A_Fwd_640","39"
"523","MK770414_0A_Fwd_288","39"
"524","MK770415_0A_Fwd_249","39"
"525","MK972685_0A_Fwd_749","39"
"526","MK972686_0A_Fwd_626","39"
"527","MK972687_0A_Fwd_397","39"
"528","MK972688_0A_Fwd_122","39"
"529","MK972689_0A_Fwd_389","39"
"530","MN161573_0A_Fwd_640","39"
"531","MT774487_0A_Fwd_667","39"
"532","MT932212_0A_Fwd_668","39"
"533","OP924285_0A_Fwd_860","39"
"534","OQ031658_0A_Fwd_640","39"
"535","AB366653_0A_Fwd_144","40"
"536","AB366653_0A_Fwd_838","41"
"537","AB366653_0A_Fwd_777","42"
"538","AB366653_0A_Fwd_201","43"
"539","AB366653_0A_Rev_740","44"
"540","AB366653_0A_Fwd_110","45"
"541","AB366653_0A_Fwd_187","46"
"542","AB366653_0A_Fwd_151","47"
"543","AB366653_0A_Rev_176","48"
"544","AB366653_0A_Fwd_141","49"
"545","AB366653_0A_Rev_623","50"
"546","AB366653_0A_Rev_226","51"
"547","AB366653_0A_Fwd_109","52"
"548","AB366653_0A_Fwd_203","53"
"549","AB366653_0A_Fwd_102","54"
"550","AB366653_0A_Fwd_577","55"
"551","AB366653_0A_Fwd_189","56"
"552","AB366653_0A_Fwd_182","57"
"553","AB366653_0A_Fwd_139","58"
"554","AB366653_0A_Fwd_949","59"
"555","AB366653_0A_Rev_157","60"
"556","AB366653_0A_Fwd_526","61"
"557","AB366653_0A_Rev_741","62"
"558","AB366653_0A_Rev_589","63"
"559","AB366653_0A_Fwd_159","64"
"560","AB366653_0A_Fwd_163","65"
"561","AB366653_0A_Rev_163","66"
"562","AB366653_0A_Rev_214","67"
"563","AB366653_0A_Fwd_141","68"
"564","AB366653_0A_Rev_225","69"
"565","AB366653_0A_Fwd_100","70"
"566","AB366653_0A_Rev_588","71"
"567","AB366653_0A_Rev_207","72"
"568","AB366653_0A_Rev_875","73"
"569","AB366653_0A_Rev_153","74"
"570","AB366653_0A_Fwd_156","75"
"571","AB366653_0A_Rev_402","76"
"572","AB366653_0A_Fwd_220","77"
"573","AB366653_0A_Fwd_931","78"
"574","AB366653_0A_Rev_128","79"
"575","AB366653_0A_Rev_174","80"
"576","AB366653_0A_Rev_224","81"
"577","AB366653_0A_Rev_221","82"
"578","AB366653_0A_Rev_219","83"
"579","AB366653_0A_Fwd_153","84"
"580","AB366653_0A_Rev_412","85"
"581","AB366653_0A_Rev_205","86"
"582","AB366653_0A_Rev_213","87"
"583","AB366653_0A_Rev_184","88"
"584","AB366653_0A_Fwd_226","89"
"585","AB370205_0A_Fwd_262","90"
"586","AP008953_0A_Fwd_256","90"
"587","AY954951_0A_Fwd_954","90"
"588","DQ530360_0A_Fwd_260","90"
"589","MK658834_0A_Fwd_863","90"
"590","MK801682_0A_Fwd_313","90"
"591","MK801683_0A_Fwd_296","90"
"592","OM439666_0A_Fwd_243","90"
"593","ON911714_0A_Fwd_262","90"
"594","OR453399_0A_Fwd_249","90"
"595","AB370205_0A_Fwd_232","91"
"596","AF424781_0A_Fwd_229","91"
"597","AP008953_0A_Fwd_226","91"
"598","AY954951_0A_Fwd_653","91"
"599","AY954952_0A_Fwd_659","91"
"600","AY954953_0A_Fwd_669","91"
"601","CP062451_0A_Fwd_301","91"
"602","CP062454_0A_Fwd_222","91"
"603","DQ517338_0A_Fwd_228","91"
"604","DQ530359_0A_Fwd_230","91"
"605","DQ530360_0A_Fwd_230","91"
"606","GU477322_0A_Fwd_411","91"
"607","HQ127381_0A_Fwd_111","91"
"608","JX274646_0A_Fwd_233","91"
"609","JX274647_0A_Fwd_223","91"
"610","KC677663_0A_Fwd_174","91"
"611","KJ716334_0A_Fwd_106","91"
"612","MG557619_0A_Fwd_645","91"
"613","MH321492_0A_Fwd_648","91"
"614","MK658834_0A_Fwd_563","91"
"615","MK801682_0A_Fwd_283","91"
"616","MK801683_0A_Fwd_266","91"
"617","MT013111_0A_Fwd_652","91"
"618","OM439662_0A_Fwd_231","91"
"619","OM439666_0A_Fwd_213","91"
"620","OM439668_0A_Fwd_222","91"
"621","OM439670_0A_Fwd_224","91"
"622","OM439671_0A_Fwd_234","91"
"623","OM439675_0A_Fwd_235","91"
"624","ON911714_0A_Fwd_232","91"
"625","ON911715_0A_Fwd_231","91"
"626","ON911716_0A_Fwd_235","91"
"627","ON911717_0A_Fwd_226","91"
"628","ON911718_0A_Fwd_221","91"
"629","OQ851348_0A_Fwd_195","91"
"630","OR453397_0A_Fwd_227","91"
"631","OR453398_0A_Fwd_227","91"
"632","OR453399_0A_Fwd_219","91"
"633","PP098623_0A_Fwd_231","91"
"634","AB370205_0A_Fwd_307","92"
"635","AF424781_0A_Fwd_304","92"
"636","AP008953_0A_Fwd_301","92"
"637","AY954951_0A_Fwd_140","92"
"638","AY954952_0A_Fwd_140","92"
"639","AY954953_0A_Fwd_141","92"
"640","CP062451_0A_Fwd_376","92"
"641","CP062454_0A_Fwd_297","92"
"642","DQ517338_0A_Fwd_303","92"
"643","DQ530359_0A_Fwd_305","92"
"644","DQ530360_0A_Fwd_305","92"
"645","EU861004_0A_Fwd_291","92"
"646","GU477322_0A_Fwd_116","92"
"647","HQ127381_0A_Fwd_186","92"
"648","JX274646_0A_Fwd_308","92"
"649","JX274647_0A_Fwd_298","92"
"650","KC677663_0A_Fwd_249","92"
"651","KJ716334_0A_Fwd_181","92"
"652","MG557619_0A_Fwd_139","92"
"653","MH321492_0A_Fwd_139","92"
"654","MK658834_0A_Fwd_131","92"
"655","MK801682_0A_Fwd_358","92"
"656","MK801683_0A_Fwd_340","92"
"657","MT013111_0A_Fwd_140","92"
"658","OM439662_0A_Fwd_306","92"
"659","OM439666_0A_Fwd_288","92"
"660","OM439668_0A_Fwd_297","92"
"661","OM439670_0A_Fwd_299","92"
"662","OM439671_0A_Fwd_309","92"
"663","OM439675_0A_Fwd_310","92"
"664","ON911714_0A_Fwd_307","92"
"665","ON911715_0A_Fwd_306","92"
"666","ON911716_0A_Fwd_310","92"
"667","ON911717_0A_Fwd_301","92"
"668","ON911718_0A_Fwd_296","92"
"669","OQ851348_0A_Fwd_270","92"
"670","OR453397_0A_Fwd_302","92"
"671","OR453398_0A_Fwd_302","92"
"672","OR453399_0A_Fwd_294","92"
"673","PP098623_0A_Fwd_306","92"
"674","AB370268_0A_Fwd_247","93"
"675","AP001553_0A_Fwd_246","93"
"676","AY954962_0A_Fwd_758","93"
