"","Sequence_ID","Cluster"
"326","MH321492_0A_Fwd_371","21"
"327","MK290764_0A_Fwd_100","21"
"328","MT013111_0A_Fwd_376","21"
"329","MW924889_0A_Fwd_347","21"
"330","MZ041098_0A_Fwd_282","21"
"331","OM439672_0A_Fwd_116","21"
"332","OM439673_0A_Fwd_961","21"
"333","OM439674_0A_Fwd_101","21"
"334","ON571632_0A_Fwd_106","21"
"335","ON911715_0A_Fwd_998","21"
"336","ON911718_0A_Fwd_970","21"
"337","OP136133_0A_Fwd_113","21"
"338","OP136135_0A_Fwd_110","21"
"339","OP947204_0A_Fwd_115","21"
"340","OR453397_0A_Fwd_101","21"
"341","OR453398_0A_Fwd_101","21"
"342","PP098623_0A_Fwd_983","21"
"343","PP098624_0A_Fwd_110","21"
"344","PP197657_0A_Fwd_110","21"
"345","AB045978_0A_Fwd_153","22"
"346","AB231700_0A_Fwd_130","23"
"347","KF356199_0A_Fwd_138","23"
"348","PP681321_0A_Fwd_136","23"
"349","PP681322_0A_Fwd_138","23"
"350","PP681323_0A_Fwd_142","23"
"351","PP681324_0A_Fwd_142","23"
"352","AB231700_0A_Rev_107","24"
"353","KF356199_0A_Rev_115","24"
"354","PP681323_0A_Rev_119","24"
"355","PP681324_0A_Rev_119","24"
"356","AB231700_0A_Fwd_143","25"
"357","KF356199_0A_Fwd_150","25"
"358","PP681321_0A_Fwd_150","25"
"359","PP681322_0A_Fwd_152","25"
"360","PP681323_0A_Fwd_156","25"
"361","PP681324_0A_Fwd_156","25"
"362","AB231700_0A_Rev_136","26"
"363","AB231700_0A_Fwd_297","27"
"364","AB231700_0A_Fwd_260","28"
"365","AB243556_0A_Rev_913","29"
"366","AB370268_0A_Rev_719","29"
"367","AY954950_0A_Rev_308","29"
"368","AY954963_0A_Rev_344","29"
"369","DQ530360_0A_Rev_725","29"
"370","KC595279_0A_Rev_753","29"
"371","KR709302_0A_Rev_737","29"
"372","KR709303_0A_Rev_737","29"
"373","MH321492_0A_Rev_338","29"
"374","ON911716_0A_Rev_764","29"
"375","AB259123_0A_Fwd_510","30"
"376","AB434711_0A_Fwd_506","30"
"377","AB981170_0A_Fwd_506","30"
"378","AB276040_0A_Rev_380","31"
"379","AB276040_0A_Rev_385","32"
"380","AB276040_0A_Rev_235","33"
"381","AB981169_0A_Rev_289","33"
"382","ON170026_0A_Rev_223","33"
"383","ON170061_0A_Rev_226","33"
"384","ON170070_0A_Rev_223","33"
"385","ON170084_0A_Rev_101","33"
"386","ON170173_0A_Rev_243","33"
"387","ON170213_0A_Rev_227","33"
"388","ON170233_0A_Rev_227","33"
"389","ON170235_0A_Rev_227","33"
"390","ON170237_0A_Rev_227","33"
"391","ON170241_0A_Rev_227","33"
"392","ON170243_0A_Rev_227","33"
"393","ON170258_0A_Rev_226","33"
"394","ON170276_0A_Rev_226","33"
"395","ON170348_0A_Rev_218","33"
"396","ON170351_0A_Rev_101","33"
"397","AB276040_0A_Rev_321","34"
"398","ON170026_0A_Rev_301","34"
"399","ON170061_0A_Rev_304","34"
"400","ON170070_0A_Rev_301","34"
"401","ON170084_0A_Rev_184","34"
"402","ON170258_0A_Rev_303","34"
"403","ON170351_0A_Rev_184","34"
"404","AB276040_0A_Fwd_330","35"
"405","ON170026_0A_Fwd_310","35"
"406","ON170061_0A_Fwd_313","35"
"407","ON170070_0A_Fwd_310","35"
"408","ON170084_0A_Fwd_194","35"
"409","ON170258_0A_Fwd_313","35"
"410","ON170351_0A_Fwd_194","35"
"411","AB362338_0A_Fwd_341","36"
"412","AB426868_0A_Fwd_341","36"
"413","AF217253_0A_Fwd_159","36"
"414","AF527608_0A_Fwd_341","36"
"415","BK000583_0A_Fwd_341","36"
"416","CP051279_0A_Fwd_290","36"
"417","JF900176_0A_Fwd_147","36"
"418","KU878967_0A_Fwd_150","36"
"419","KU927491_0A_Fwd_155","36"
"420","KU927492_0A_Fwd_340","36"
"421","KU927494_0A_Fwd_349","36"
"422","KU927495_0A_Fwd_149","36"
"423","KU927496_0A_Fwd_147","36"
"424","KU927498_0A_Fwd_340","36"
"425","KX776161_0A_Fwd_506","36"
"426","LC730322_0A_Fwd_341","36"
"427","MG407615_0A_Fwd_668","36"
"428","MH370387_0A_Fwd_167","36"
"429","MK770414_0A_Fwd_135","36"
"430","MK770415_0A_Fwd_962","36"
"431","MK972685_0A_Fwd_341","36"
"432","MK972686_0A_Fwd_329","36"
"433","MK972687_0A_Fwd_244","36"
"434","MN161573_0A_Fwd_341","36"
"435","MT774487_0A_Fwd_329","36"
"436","MT932212_0A_Fwd_323","36"
"437","ON809756_0A_Fwd_337","36"
"438","OP377721_0A_Fwd_128","36"
"439","OP924285_0A_Fwd_353","36"
"440","OQ031658_0A_Fwd_341","36"
"441","AB362338_0A_Rev_366","37"
"442","AB426868_0A_Rev_366","37"
"443","AF217253_0A_Rev_184","37"
"444","AF527608_0A_Rev_366","37"
"445","BK000583_0A_Rev_366","37"
"446","CP051278_0A_Rev_305","37"
"447","CP051279_0A_Rev_315","37"
"448","CP051285_0A_Rev_364","37"
"449","CP051288_0A_Rev_246","37"
"450","DQ003260_0A_Rev_196","37"
"451","GU573886_0A_Rev_197","37"
"452","JQ806763_0A_Rev_355","37"
"453","JQ806764_0A_Rev_445","37"
"454","KX776161_0A_Rev_832","37"
"455","LC730322_0A_Rev_366","37"
"456","MG407615_0A_Rev_946","37"
"457","MH370364_0A_Rev_457","37"
"458","MH370382_0A_Rev_465","37"
"459","MH370383_0A_Rev_465","37"
"460","MH370387_0A_Rev_195","37"
"461","MK770414_0A_Rev_178","37"
"462","MK770415_0A_Rev_139","37"
"463","MK972685_0A_Rev_385","37"
"464","MK972686_0A_Rev_372","37"
"465","MK972687_0A_Rev_287","37"
"466","MN161573_0A_Rev_366","37"
"467","MT774487_0A_Rev_354","37"
"468","MT932212_0A_Rev_348","37"
"469","ON809756_0A_Rev_365","37"
"470","OP924285_0A_Rev_380","37"
"471","OQ031658_0A_Rev_366","37"
"472","AB362338_0A_Rev_788","38"
"473","AB426868_0A_Rev_788","38"
"474","AF217253_0A_Rev_313","38"
"475","AF527608_0A_Rev_788","38"
"476","BK000583_0A_Rev_788","38"
"477","KU878967_0A_Rev_320","38"
"478","KU927491_0A_Rev_325","38"
"479","KU927492_0A_Rev_902","38"
"480","KU927494_0A_Rev_902","38"
"481","KU927495_0A_Rev_320","38"
"482","KU927496_0A_Rev_317","38"
"483","KU927498_0A_Rev_901","38"
"484","LC730322_0A_Rev_788","38"
"485","MK770414_0A_Rev_302","38"
"486","MK770415_0A_Rev_263","38"
"487","MK972685_0A_Rev_896","38"
"488","MK972686_0A_Rev_773","38"
"489","MK972687_0A_Rev_412","38"
"490","MN161573_0A_Rev_788","38"
"491","MT932212_0A_Rev_815","38"
"492","OP924285_0A_Rev_100","38"
"493","OQ031658_0A_Rev_788","38"
"494","AB362338_0A_Fwd_640","39"
"495","AB426868_0A_Fwd_640","39"
"496","AF217253_0A_Fwd_298","39"
"497","AF527608_0A_Fwd_640","39"
"498","BK000583_0A_Fwd_640","39"
"499","KU878967_0A_Fwd_305","39"
"500","KU927491_0A_Fwd_310","39"
"501","KU927492_0A_Fwd_755","39"
"502","KU927494_0A_Fwd_755","39"
"503","KU927495_0A_Fwd_305","39"
"504","KU927496_0A_Fwd_302","39"
"505","KU927498_0A_Fwd_753","39"
"506","KX776161_0A_Fwd_199","39"
"507","LC730322_0A_Fwd_640","39"
"508","MK770414_0A_Fwd_288","39"
"509","MK770415_0A_Fwd_249","39"
"510","MK972685_0A_Fwd_749","39"
"511","MK972686_0A_Fwd_626","39"
"512","MK972687_0A_Fwd_397","39"
"513","MK972688_0A_Fwd_122","39"
"514","MK972689_0A_Fwd_389","39"
"515","MN161573_0A_Fwd_640","39"
"516","MT774487_0A_Fwd_667","39"
"517","MT932212_0A_Fwd_668","39"
"518","OP924285_0A_Fwd_860","39"
"519","OQ031658_0A_Fwd_640","39"
"520","AB366653_0A_Fwd_144","40"
"521","AB366653_0A_Fwd_838","41"
"522","AB366653_0A_Fwd_777","42"
"523","AB366653_0A_Fwd_201","43"
"524","AB366653_0A_Rev_740","44"
"525","AB366653_0A_Fwd_110","45"
"526","AB366653_0A_Fwd_187","46"
"527","AB366653_0A_Fwd_151","47"
"528","AB366653_0A_Rev_176","48"
"529","AB366653_0A_Fwd_141","49"
"530","AB366653_0A_Rev_623","50"
"531","AB366653_0A_Rev_226","51"
"532","AB366653_0A_Fwd_109","52"
"533","AB366653_0A_Fwd_203","53"
"534","AB366653_0A_Fwd_102","54"
"535","AB366653_0A_Fwd_577","55"
"536","AB366653_0A_Fwd_189","56"
"537","AB366653_0A_Fwd_182","57"
"538","AB366653_0A_Fwd_139","58"
"539","AB366653_0A_Fwd_949","59"
"540","AB366653_0A_Rev_157","60"
"541","AB366653_0A_Fwd_526","61"
"542","AB366653_0A_Rev_741","62"
"543","AB366653_0A_Rev_589","63"
"544","AB366653_0A_Fwd_159","64"
"545","AB366653_0A_Fwd_163","65"
"546","AB366653_0A_Rev_163","66"
"547","AB366653_0A_Rev_214","67"
"548","AB366653_0A_Fwd_141","68"
"549","AB366653_0A_Rev_225","69"
"550","AB366653_0A_Fwd_100","70"
"551","AB366653_0A_Rev_588","71"
"552","AB366653_0A_Rev_207","72"
"553","AB366653_0A_Rev_875","73"
"554","AB366653_0A_Rev_153","74"
"555","AB366653_0A_Fwd_156","75"
"556","AB366653_0A_Rev_402","76"
"557","AB366653_0A_Fwd_220","77"
"558","AB366653_0A_Fwd_931","78"
"559","AB366653_0A_Rev_128","79"
"560","AB366653_0A_Rev_174","80"
"561","AB366653_0A_Rev_224","81"
"562","AB366653_0A_Rev_221","82"
"563","AB366653_0A_Rev_219","83"
"564","AB366653_0A_Fwd_153","84"
"565","AB366653_0A_Rev_412","85"
"566","AB366653_0A_Rev_205","86"
"567","AB366653_0A_Rev_213","87"
"568","AB366653_0A_Rev_184","88"
"569","AB366653_0A_Fwd_226","89"
"570","AB370205_0A_Fwd_262","90"
"571","AP008953_0A_Fwd_256","90"
"572","AY954951_0A_Fwd_954","90"
"573","DQ530360_0A_Fwd_260","90"
"574","MK658834_0A_Fwd_863","90"
"575","MK801682_0A_Fwd_313","90"
"576","MK801683_0A_Fwd_296","90"
"577","OM439666_0A_Fwd_243","90"
"578","ON911714_0A_Fwd_262","90"
"579","OR453399_0A_Fwd_249","90"
"580","AB370205_0A_Fwd_232","91"
"581","AF424781_0A_Fwd_229","91"
"582","AP008953_0A_Fwd_226","91"
"583","AY954951_0A_Fwd_653","91"
"584","AY954952_0A_Fwd_659","91"
"585","AY954953_0A_Fwd_669","91"
"586","CP062451_0A_Fwd_301","91"
"587","CP062454_0A_Fwd_222","91"
"588","DQ517338_0A_Fwd_228","91"
"589","DQ530359_0A_Fwd_230","91"
"590","DQ530360_0A_Fwd_230","91"
"591","GU477322_0A_Fwd_411","91"
"592","HQ127381_0A_Fwd_111","91"
"593","JX274646_0A_Fwd_233","91"
"594","JX274647_0A_Fwd_223","91"
"595","KC677663_0A_Fwd_174","91"
"596","KJ716334_0A_Fwd_106","91"
"597","MG557619_0A_Fwd_645","91"
"598","MH321492_0A_Fwd_648","91"
"599","MK658834_0A_Fwd_563","91"
"600","MK801682_0A_Fwd_283","91"
"601","MK801683_0A_Fwd_266","91"
"602","MT013111_0A_Fwd_652","91"
"603","OM439662_0A_Fwd_231","91"
"604","OM439666_0A_Fwd_213","91"
"605","OM439670_0A_Fwd_224","91"
"606","OM439671_0A_Fwd_234","91"
"607","OM439675_0A_Fwd_235","91"
"608","ON911714_0A_Fwd_232","91"
"609","ON911715_0A_Fwd_231","91"
"610","ON911716_0A_Fwd_235","91"
"611","ON911717_0A_Fwd_226","91"
"612","ON911718_0A_Fwd_221","91"
"613","OQ851348_0A_Fwd_195","91"
"614","OR453397_0A_Fwd_227","91"
"615","OR453398_0A_Fwd_227","91"
"616","OR453399_0A_Fwd_219","91"
"617","PP098623_0A_Fwd_231","91"
"618","AB370205_0A_Fwd_307","92"
"619","AF424781_0A_Fwd_304","92"
"620","AP008953_0A_Fwd_301","92"
"621","AY954951_0A_Fwd_140","92"
"622","AY954952_0A_Fwd_140","92"
"623","AY954953_0A_Fwd_141","92"
"624","CP062451_0A_Fwd_376","92"
"625","CP062454_0A_Fwd_297","92"
"626","DQ517338_0A_Fwd_303","92"
"627","DQ530359_0A_Fwd_305","92"
"628","DQ530360_0A_Fwd_305","92"
"629","EU861004_0A_Fwd_291","92"
"630","GU477322_0A_Fwd_116","92"
"631","HQ127381_0A_Fwd_186","92"
"632","JX274646_0A_Fwd_308","92"
"633","JX274647_0A_Fwd_298","92"
"634","KC677663_0A_Fwd_249","92"
"635","KJ716334_0A_Fwd_181","92"
"636","MG557619_0A_Fwd_139","92"
"637","MH321492_0A_Fwd_139","92"
"638","MK658834_0A_Fwd_131","92"
"639","MK801682_0A_Fwd_358","92"
"640","MK801683_0A_Fwd_340","92"
"641","MT013111_0A_Fwd_140","92"
"642","OM439662_0A_Fwd_306","92"
"643","OM439666_0A_Fwd_288","92"
"644","OM439668_0A_Fwd_297","92"
"645","OM439670_0A_Fwd_299","92"
"646","OM439671_0A_Fwd_309","92"
"647","OM439675_0A_Fwd_310","92"
"648","ON911714_0A_Fwd_307","92"
"649","ON911715_0A_Fwd_306","92"
"650","ON911716_0A_Fwd_310","92"
"651","ON911717_0A_Fwd_301","92"
"652","ON911718_0A_Fwd_296","92"
"653","OQ851348_0A_Fwd_270","92"
"654","OR453397_0A_Fwd_302","92"
"655","OR453398_0A_Fwd_302","92"
"656","OR453399_0A_Fwd_294","92"
"657","PP098623_0A_Fwd_306","92"
"658","AB370268_0A_Fwd_247","93"
"659","AP001553_0A_Fwd_246","93"
"660","AY954962_0A_Fwd_758","93"
"661","AY954963_0A_Fwd_772","93"
"662","AY954964_0A_Fwd_769","93"
"663","AY954965_0A_Fwd_776","93"
"664","AY954966_0A_Fwd_775","93"
"665","AY954967_0A_Fwd_775","93"
"666","AY954968_0A_Fwd_757","93"
"667","DQ908929_0A_Fwd_227","93"
"668","JX094501_0A_Fwd_242","93"
"669","KC595279_0A_Fwd_234","93"
"670","KP893290_0A_Fwd_248","93"
"671","KR709302_0A_Fwd_225","93"
"672","KR709303_0A_Fwd_229","93"
"673","MG564297_0A_Fwd_149","93"
"674","MK211557_0A_Fwd_361","93"
"675","ON571632_0A_Fwd_248","93"
"676","OP594307_0A_Fwd_361","93"
