Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
Broecker_Sample_ID29-1192-0_NODE_1404_length_9390_cov_2.567542	9390	49.488817891373806	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_77213	subcluster_97139
Broecker_Sample_ID29-1192-0_NODE_1406_length_9387_cov_3.922096	9387	44.91317779908384	Caudovirales	Low-quality	Zymomonas mobilis	temperate	cluster_227187	subcluster_285853
Broecker_Sample_ID29-1192-0_NODE_1514_length_8834_cov_5.258116	8834	48.1095766357256	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_243667	subcluster_306357
Broecker_Sample_ID29-1192-0_NODE_153_length_54007_cov_4.436388	54007	55.78165793323088	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_114622	subcluster_144492
Broecker_Sample_ID29-1192-0_NODE_1566_length_8626_cov_2.555361	8626	47.51912821701832	Caudovirales	Low-quality	Fusicatenibacter saccharivorans	virulent	cluster_266490	subcluster_334533
Broecker_Sample_ID29-1192-0_NODE_1718_length_7884_cov_2.240644	7884	43.32825976661593	Caudovirales	Low-quality	Ruminococcaceae	virulent	cluster_56237	subcluster_70899
Broecker_Sample_ID29-1192-0_NODE_1948_length_7150_cov_2.136716	7150	43.81818181818182	Caudovirales	Low-quality	Ruminiclostridium siraeum	virulent	cluster_149353	subcluster_188284
Broecker_Sample_ID29-1192-0_NODE_1992_length_6996_cov_6.475436	6996	47.59862778730704	Caudovirales	Low-quality	Ruminococcaceae	temperate	cluster_172329	subcluster_217608
Broecker_Sample_ID29-1192-0_NODE_2299_length_6143_cov_2.917871	6143	49.69884421292528	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_35432	subcluster_44584
Broecker_Sample_ID29-1192-0_NODE_2656_length_5395_cov_2.445880	5395	49.50880444856349	Caudovirales	Low-quality	Corynebacterium diphtheriae	temperate	cluster_43384	subcluster_54403
Broecker_Sample_ID29-1192-0_NODE_2701_length_5339_cov_2.627176	5339	42.98557782356247	Caudovirales	Low-quality	Clostridioides difficile	virulent	cluster_175024	subcluster_220925
Broecker_Sample_ID29-1192-0_NODE_2896_length_5046_cov_4.049890	5046	40.48751486325803	Caudovirales	Low-quality	Streptococcus pyogenes	virulent	cluster_201649	subcluster_253982
Broecker_Sample_ID29-1192-0_NODE_357_length_26490_cov_8.543787	26490	52.97470743676859	Caudovirales	Medium-quality	Oscillospiraceae	temperate	cluster_130495	subcluster_164248
Broecker_Sample_ID29-1192-0_NODE_441_length_22475_cov_57.549509	22475	61.82424916573971	Caudovirales	Low-quality	Bifidobacterium longum	virulent	cluster_258311	subcluster_324173
Broecker_Sample_ID29-1192-0_NODE_84_length_88214_cov_60.298688	88214	52.853288593647264	Caudovirales	Complete	Fusicatenibacter saccharivorans	temperate	cluster_234043	subcluster_294487
Broecker_Sample_ID29-1192-0_NODE_959_length_12695_cov_18.701503	12695	48.46002363135092	Caudovirales	Low-quality	Escherichia coli	temperate	cluster_96714	subcluster_121811
Broecker_Sample_ID29-1192-0_NODE_991_length_12423_cov_4.535899	12423	47.76624003863801	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_179328	subcluster_226349
Broecker_Sample_ID29-1192-4_NODE_1172_length_6460_cov_1.964871	6460	46.1609907120743	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_252734	subcluster_317458
Broecker_Sample_ID29-1192-4_NODE_1183_length_6382_cov_5.205785	6382	55.48417424005015	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_254550	subcluster_319655
Broecker_Sample_ID29-1192-4_NODE_1215_length_6176_cov_11.585035	6176	49.22279792746114	Caudovirales	Not-determined	Lachnospira eligens	temperate	cluster_14218	subcluster_17620
Broecker_Sample_ID29-1192-4_NODE_1405_length_5368_cov_3.313382	5368	42.06408345752608	Caudovirales	Low-quality	Escherichia coli	virulent	cluster_213618	subcluster_268937
Broecker_Sample_ID29-1192-4_NODE_415_length_17962_cov_6.259619	17962	54.55405856808818	Caudovirales	Low-quality	Rikenellaceae	virulent	cluster_37171	subcluster_46763
Broecker_Sample_ID29-1192-4_NODE_522_length_14236_cov_4.115577	14236	44.092441697105926	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_140163	subcluster_176504
Broecker_Sample_ID29-1192-4_NODE_730_length_10286_cov_6.647640	10286	51.97355629010305	Caudovirales	Low-quality	Escherichia coli	temperate	cluster_236133	subcluster_297035
Broecker_Sample_ID29-1192-4_NODE_814_length_9379_cov_2.397147	9379	41.96609446636102	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_229270	subcluster_288559
Broecker_Sample_ID29-1192-4_NODE_854_length_9003_cov_4.424676	9003	51.24958347217594	Caudovirales	Low-quality	Rikenellaceae	virulent	cluster_220959	subcluster_278443
Broecker_Sample_ID29-1192-4_NODE_954_length_8106_cov_2.040864	8106	46.064643473969895	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_154954	subcluster_194922
Broecker_Sample_ID29-1193-0_NODE_1665_length_8912_cov_14.103308	8912	54.60053859964093	Caudovirales	Low-quality	Ruminococcus bromii	temperate	cluster_64786	subcluster_81700
Broecker_Sample_ID29-1193-0_NODE_2859_length_5823_cov_2.295596	5823	53.97561394470204	Caudovirales	Low-quality	Ruminococcaceae bacterium	virulent	cluster_215591	subcluster_271583
Broecker_Sample_ID29-1193-0_NODE_3050_length_5532_cov_3.158846	5532	60.32176428054953	Caudovirales	Low-quality	Flavonifractor plautii	temperate	cluster_182707	subcluster_230559
Broecker_Sample_ID29-1193-0_NODE_3165_length_5377_cov_8.867907	5377	58.11790961502696	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_256777	subcluster_322373
Broecker_Sample_ID29-1193-0_NODE_552_length_20351_cov_8.841791	20351	52.0416687140681	Caudovirales	Medium-quality	Intestinimonas butyriciproducens	virulent	cluster_14995	subcluster_18652
Broecker_Sample_ID29-1193-5_NODE_1033_length_6870_cov_5.203522	6870	47.3216885007278	Caudovirales	Not-determined	Salmonella enterica	virulent	cluster_77214	subcluster_97140
Broecker_Sample_ID29-1193-5_NODE_1277_length_5679_cov_2.197013	5679	56.030991371720376	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_227188	subcluster_285854
Broecker_Sample_ID29-1193-5_NODE_1429_length_5169_cov_3.948573	5169	49.8162120332753	Caudovirales	Not-determined	Fusicatenibacter saccharivorans	virulent	cluster_243668	subcluster_306358
Broecker_Sample_ID29-1193-5_NODE_1484_length_5036_cov_2.584220	5036	60.18665607625099	Caudovirales	Low-quality	Klebsiella pneumoniae	temperate	cluster_114623	subcluster_144493
Broecker_Sample_ID29-1193-5_NODE_762_length_9004_cov_4.303609	9004	50.95513105286539	Caudovirales	Low-quality	Fusicatenibacter saccharivorans	virulent	cluster_266491	subcluster_334534
Broecker_Sample_ID29-1193-5_NODE_873_length_8007_cov_5.648642	8007	55.30161109029599	Caudovirales	Low-quality	Salmonella enterica	virulent	cluster_56238	subcluster_70900
Broecker_Sample_ID29-1193-5_NODE_890_length_7843_cov_5.251284	7843	50.15937778911132	Caudovirales	Low-quality	Clostridium bolteae	virulent	cluster_149354	subcluster_188285
Broecker_Sample_ID29-1194-0_NODE_1024_length_21161_cov_4.502985	21161	56.741174802703085	Caudovirales	Low-quality	Enterobacter cloacae	temperate	cluster_172330	subcluster_217609
Broecker_Sample_ID29-1194-0_NODE_1055_length_20643_cov_2.694385	20643	51.78510875357264	Caudovirales	Low-quality	Eisenbergiella tayi	virulent	cluster_35433	subcluster_44585
Broecker_Sample_ID29-1194-0_NODE_1430_length_16271_cov_6.467070	16271	45.65177309323336	Caudovirales	Low-quality	Ruminococcus bicirculans	virulent	cluster_43385	subcluster_54404
Broecker_Sample_ID29-1194-0_NODE_1479_length_15641_cov_3.413448	15641	54.05025254139761	Caudovirales	Low-quality	Flavonifractor plautii	virulent	cluster_175025	subcluster_220926
Broecker_Sample_ID29-1194-0_NODE_1902_length_12391_cov_4.542234	12391	61.79485110160601	Caudovirales	Low-quality	Flavonifractor plautii	virulent	cluster_201650	subcluster_253983
Broecker_Sample_ID29-1194-0_NODE_2168_length_10568_cov_3.650243	10568	51.73164269492808	Caudovirales	Low-quality	Ruminococcus bromii	temperate	cluster_106723	subcluster_134498
Broecker_Sample_ID29-1194-0_NODE_2288_length_10017_cov_2.832564	10017	52.500748727163824	Caudovirales	Low-quality	Butyricicoccus pullicaecorum	virulent	cluster_258312	subcluster_324174
Broecker_Sample_ID29-1194-0_NODE_2568_length_8777_cov_7.275854	8777	49.54996012304888	Caudovirales	Not-determined	Oscillospiraceae	temperate	cluster_234044	subcluster_294488
Broecker_Sample_ID29-1194-0_NODE_2584_length_8714_cov_3.614043	8714	40.76199219646546	Caudovirales	Low-quality	Tannerellaceae	virulent	cluster_96715	subcluster_121812
Broecker_Sample_ID29-1194-0_NODE_2609_length_8616_cov_16.591987	8616	40.947075208913645	Caudovirales	Low-quality	Fusicatenibacter saccharivorans	temperate	cluster_179329	subcluster_226350
Broecker_Sample_ID29-1194-0_NODE_2695_length_8292_cov_3.012140	8292	52.79787747226242	Caudovirales	Low-quality	Klebsiella pneumoniae	virulent	cluster_252735	subcluster_317459
Broecker_Sample_ID29-1194-0_NODE_288_length_50381_cov_4.132417	50381	64.47271788968064	Caudovirales	Complete	Eggerthellaceae	virulent	cluster_254551	subcluster_319656
Broecker_Sample_ID29-1194-0_NODE_2985_length_7320_cov_19.219133	7320	59.23497267759564	Caudovirales	Not-determined	Serratia marcescens	virulent	cluster_14219	subcluster_17621
Broecker_Sample_ID29-1194-0_NODE_3028_length_7214_cov_4.458723	7214	44.76018852231772	Caudovirales	Low-quality	Ruminococcaceae	virulent	cluster_213619	subcluster_268938
Broecker_Sample_ID29-1194-0_NODE_3045_length_7163_cov_2.176140	7163	55.1444925310624	Caudovirales	Low-quality	Flavonifractor plautii	temperate	cluster_37172	subcluster_46764
Broecker_Sample_ID29-1194-0_NODE_3113_length_6966_cov_2.092317	6966	64.85788113695091	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_140164	subcluster_176505
Broecker_Sample_ID29-1194-0_NODE_3221_length_6694_cov_2.923784	6694	55.13893038541978	Caudovirales	Low-quality	Fusicatenibacter saccharivorans	temperate	cluster_236134	subcluster_297036
Broecker_Sample_ID29-1194-0_NODE_3257_length_6614_cov_3.241500	6614	62.9422437254309	Caudovirales	Low-quality	Flavonifractor plautii	virulent	cluster_229271	subcluster_288560
Broecker_Sample_ID29-1194-0_NODE_3263_length_6593_cov_1.762924	6593	62.7028666767784	Caudovirales	Low-quality	Flavonifractor plautii	temperate	cluster_220960	subcluster_278444
Broecker_Sample_ID29-1194-0_NODE_3537_length_5995_cov_2.090741	5995	55.362802335279405	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_154955	subcluster_194923
Broecker_Sample_ID29-1194-0_NODE_3737_length_5655_cov_2.687143	5655	51.88328912466843	Caudovirales	Low-quality	Enterobacter cloacae	temperate	cluster_64787	subcluster_81701
Broecker_Sample_ID29-1194-0_NODE_3831_length_5512_cov_2.249221	5512	53.35631349782293	Caudovirales	Low-quality	Klebsiella pneumoniae	virulent	cluster_215592	subcluster_271584
Broecker_Sample_ID29-1194-0_NODE_3875_length_5436_cov_2.047946	5436	60.63281824871228	Caudovirales	Low-quality	Flavonifractor plautii	temperate	cluster_182708	subcluster_230560
Broecker_Sample_ID29-1194-0_NODE_5989_length_3345_cov_3.456231	3345	48.40059790732437		Not-determined	Acutalibacteraceae	virulent	cluster_256778	subcluster_322374
Broecker_Sample_ID29-1194-0_NODE_943_length_23011_cov_4.909261	23011	59.42809960453697	Caudovirales	Low-quality	Butyricicoccus pullicaecorum	virulent	cluster_14996	subcluster_18653
Broecker_Sample_ID29-1194-6_NODE_446_length_12165_cov_1.679769	12165	57.18865598027128	Caudovirales	Not-determined	Coriobacteriaceae	virulent	cluster_77215	subcluster_97141
Chehoud_control_1_NODE_3_length_6477_cov_3.409063	6477	38.70619113787247	Caudovirales	Low-quality	Veillonellaceae	virulent	cluster_227189	subcluster_285855
Chehoud_control_2_NODE_103_length_7131_cov_14.078434	7131	47.72121722058617	Caudovirales	Low-quality	Clostridium phoceensis	virulent	cluster_243669	subcluster_306359
Chehoud_control_2_NODE_107_length_6866_cov_20.761269	6866	47.494902417710456	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_114624	subcluster_144494
Chehoud_control_2_NODE_129_length_6176_cov_8.288025	6176	32.57772020725388	Caudovirales	Low-quality	Bacillus cereus	virulent	cluster_266492	subcluster_334535
Chehoud_control_2_NODE_133_length_6122_cov_5.936542	6122	35.39692910813459	Caudovirales	Low-quality	Dorea formicigenerans	temperate	cluster_56239	subcluster_70901
Chehoud_control_2_NODE_138_length_5957_cov_6.923246	5957	51.720664764143024	Caudovirales	Low-quality	Klebsiella pneumoniae	virulent	cluster_149355	subcluster_188286
Chehoud_control_2_NODE_13_length_26194_cov_19.574046	26194	43.80774223104528	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_172331	subcluster_217611
Chehoud_control_2_NODE_155_length_5500_cov_12.434343	5500	44.8	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_35434	subcluster_44586
Chehoud_control_2_NODE_158_length_5403_cov_12.149963	5403	38.62668887655006	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_43386	subcluster_54405
Chehoud_control_2_NODE_1_length_48115_cov_27.751977	48115	36.03865738335239	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_20728	subcluster_25972
Chehoud_control_2_NODE_25_length_17868_cov_71.012463	17868	58.65793597492724	Caudovirales	Low-quality	Bifidobacteriaceae	temperate	cluster_201651	subcluster_253984
Chehoud_control_2_NODE_39_length_13528_cov_48.255400	13528	43.05884092253105	Caudovirales	Low-quality	Bacteroides vulgatus	virulent	cluster_106724	subcluster_134499
Chehoud_control_2_NODE_4_length_38026_cov_24.346449	38026	40.204070898858674	Caudovirales	High-quality	Lactobacillaceae	temperate	cluster_258313	subcluster_324175
Chehoud_control_2_NODE_52_length_11083_cov_6.893090	11083	39.24027790309483	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_234045	subcluster_294489
Chehoud_control_2_NODE_5_length_37879_cov_21.391392	37879	42.62256131365664	Caudovirales	High-quality	Blautia wexlerae	virulent	cluster_143041	subcluster_180108
Chehoud_control_2_NODE_63_length_10031_cov_24.182037	10031	48.68906390190409	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_179330	subcluster_226351
Chehoud_control_2_NODE_73_length_9189_cov_5.848259	9189	46.44683861138317	Caudovirales	Low-quality	Salmonella enterica	virulent	cluster_252736	subcluster_317460
Chehoud_control_2_NODE_79_length_8397_cov_5.535363	8397	45.84970822912945	Caudovirales	Low-quality	Lactobacillaceae	virulent	cluster_254552	subcluster_319657
Chehoud_control_2_NODE_7_length_34120_cov_45.113283	34120	58.76318874560376	Caudovirales	High-quality	Oscillospiraceae	temperate	cluster_14220	subcluster_17622
Chehoud_control_2_NODE_83_length_8257_cov_10.744940	8257	39.2031003996609		Low-quality	Erysipelotrichaceae	virulent	cluster_213620	subcluster_268939
Chehoud_control_2_NODE_8_length_33848_cov_101.073092	33848	46.13861971165209	Caudovirales	High-quality	Ruminococcaceae	temperate	cluster_37173	subcluster_46765
Chehoud_control_2_NODE_96_length_7364_cov_9.208373	7364	52.05051602390005	Caudovirales	Low-quality	Clostridium symbiosum	virulent	cluster_140165	subcluster_176506
Chehoud_control_3_NODE_12_length_23094_cov_14.243153	23094	39.36953321208972	Caudovirales	Medium-quality	Eubacterium hallii	virulent	cluster_236135	subcluster_297037
Chehoud_control_3_NODE_13_length_22978_cov_9.929067	22978	49.48646531464879	Caudovirales	Medium-quality	Clostridium phoceensis	temperate	cluster_229272	subcluster_288561
Chehoud_control_3_NODE_14_length_22485_cov_9.183683	22485	39.693128752501664	Caudovirales	Medium-quality	Acutalibacteraceae	temperate	cluster_220961	subcluster_278445
Chehoud_control_3_NODE_25_length_11486_cov_8.708249	11486	31.53404144175518	Caudovirales	Low-quality	Agathobacter rectalis	temperate	cluster_154956	subcluster_194924
Chehoud_control_3_NODE_41_length_7101_cov_3.733608	7101	31.629347979157863	Caudovirales	Low-quality	Elizabethkingia anophelis	virulent	cluster_64788	subcluster_81702
Chehoud_control_3_NODE_46_length_6378_cov_6.603511	6378	39.4324239573534	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_215593	subcluster_271585
Chehoud_control_3_NODE_7_length_31207_cov_24.991429	31207	49.28061011952447	Caudovirales	Medium-quality	Ruminococcaceae	virulent	cluster_182709	subcluster_230561
Chehoud_donor_NODE_104_length_5897_cov_7.931017	5897	34.831270137357976		Low-quality	Prevotella copri	virulent	cluster_256779	subcluster_322375
Chehoud_donor_NODE_106_length_5855_cov_4070.194483	5855	46.60973526900085	Microviridae	Complete	Bacillus cereus	virulent	cluster_14997	subcluster_18654
Chehoud_donor_NODE_109_length_5774_cov_8.922014	5774	57.20471077242812	Caudovirales	Low-quality	Micrococcaceae	virulent	cluster_77216	subcluster_97142
Chehoud_donor_NODE_10_length_34366_cov_37.032089	34366	51.161031251818656	Caudovirales	Complete	Acutalibacteraceae	temperate	cluster_227190	subcluster_285856
Chehoud_donor_NODE_119_length_5498_cov_4.564946	5498	40.76027646416879	Caudovirales	Low-quality	Streptococcus parasanguinis	temperate	cluster_243670	subcluster_306360
Chehoud_donor_NODE_127_length_5287_cov_5.145451	5287	48.00453943635332	Caudovirales	Low-quality	Lactobacillus ruminis	virulent	cluster_114625	subcluster_144495
Chehoud_donor_NODE_131_length_5160_cov_46.989814	5160	59.67054263565892		Not-determined	Bifidobacteriaceae	virulent	cluster_266493	subcluster_334536
Chehoud_donor_NODE_18_length_24166_cov_10.367343	24166	42.68807415376976	Caudovirales	Medium-quality	Dialisteraceae	temperate	cluster_56240	subcluster_70902
Chehoud_donor_NODE_23_length_19717_cov_29.588089	19717	42.85134655373536	Caudovirales	Low-quality	Turicibacter sanguinis	virulent	cluster_149356	subcluster_188287
Chehoud_donor_NODE_24_length_19622_cov_13.283488	19622	40.00611558454796	Caudovirales	Medium-quality	Streptococcaceae	virulent	cluster_172332	subcluster_217612
Chehoud_donor_NODE_36_length_15232_cov_65.875469	15232	36.20010504201681		Medium-quality	Dorea formicigenerans	virulent	cluster_35435	subcluster_44587
Chehoud_donor_NODE_37_length_14694_cov_6.201721	14694	46.1072546617667	Caudovirales	Low-quality	Hungatella hathewayi	temperate	cluster_43387	subcluster_54406
Chehoud_donor_NODE_39_length_12239_cov_14.796701	12239	45.52659531007436		High-quality	Escherichia coli	virulent	cluster_20729	subcluster_25973
Chehoud_donor_NODE_415_length_2218_cov_12.171983	2218	53.42651036970244	CressDNAParvo	Complete	Salmonella enterica	virulent	cluster_201652	subcluster_253985
Chehoud_donor_NODE_45_length_10447_cov_10.418495	10447	45.02728055901216	Caudovirales	Low-quality	Streptococcaceae	virulent	cluster_106725	subcluster_134500
Chehoud_donor_NODE_46_length_10407_cov_5.036515	10407	48.23676371672912	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_258314	subcluster_324176
Chehoud_donor_NODE_4_length_41624_cov_12.198730	41624	55.583317316932536	Caudovirales	Medium-quality	Lachnospiraceae	temperate	cluster_234046	subcluster_294490
Chehoud_donor_NODE_50_length_10093_cov_15.899382	10093	49.56900822352125	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_96716	subcluster_121813
Chehoud_donor_NODE_59_length_8825_cov_5.425314	8825	51.388101983002834	Caudovirales	Low-quality	Roseburia intestinalis	virulent	cluster_179331	subcluster_226352
Chehoud_donor_NODE_5_length_40782_cov_41.940654	40782	44.05374920307979	Caudovirales	High-quality	Lachnospiraceae	virulent	cluster_252737	subcluster_317461
Chehoud_donor_NODE_6_length_40473_cov_156.131303	40473	38.74928964989005	Caudovirales	Complete	UBA1381	temperate	cluster_209532	subcluster_263707
Chehoud_donor_NODE_81_length_6869_cov_4.249340	6869	36.715679138156936	Caudovirales	Low-quality	Turicibacter sanguinis	temperate	cluster_14221	subcluster_17623
Chehoud_donor_NODE_82_length_6837_cov_4.718667	6837	51.1042855053386	Caudovirales	Low-quality	Gordonibacter pamelaeae	virulent	cluster_213621	subcluster_268940
Chehoud_donor_NODE_86_length_6708_cov_7.903352	6708	52.37030411449016	Caudovirales	Low-quality	Bifidobacterium pseudocatenulatum	virulent	cluster_37174	subcluster_46766
Chehoud_donor_NODE_96_length_6368_cov_33.117852	6368	35.27010050251256		Low-quality	Bacillus cereus	virulent	cluster_140166	subcluster_176507
Chehoud_donor_NODE_99_length_6289_cov_6.003048	6289	32.75560502464621	Caudovirales	Low-quality	Clostridium botulinum	virulent	cluster_236136	subcluster_297038
Chehoud_patient_1_NODE_13_length_14977_cov_5.522986	14977	42.55191293316419		Low-quality	Streptococcus pyogenes	virulent	cluster_229273	subcluster_288562
Chehoud_patient_1_NODE_14_length_14628_cov_22.650587	14628	38.40579710144928	Caudovirales	Low-quality	Bacteroides vulgatus	virulent	cluster_220962	subcluster_278446
Chehoud_patient_1_NODE_20_length_9194_cov_9.344786	9194	40.96149662823581	Caudovirales	Low-quality	Anaerostipes hadrus	virulent	cluster_154957	subcluster_194925
Chehoud_patient_1_NODE_28_length_6027_cov_424.722873	6027	43.122614899618384	Microviridae	Complete	Roseburia intestinalis	virulent	cluster_64789	subcluster_81703
Chehoud_patient_1_NODE_30_length_5700_cov_750.142427	5700	47.96491228070175	Microviridae	Complete	Citrobacter freundii	virulent	cluster_215594	subcluster_271586
Chehoud_patient_1_NODE_39_length_4395_cov_8.019124	4395	55.72241183162685	Caudovirales	Not-determined	Salmonella enterica	temperate	cluster_182710	subcluster_230562
Chehoud_patient_1_NODE_3_length_43672_cov_1017.789921	43672	53.24006228246931	Caudovirales	Medium-quality	Oscillospiraceae	temperate	cluster_256780	subcluster_322376
Chehoud_patient_1_NODE_47_length_3745_cov_204.679133	3745	47.82376502002671		Not-determined	Bacteroidaceae	virulent	cluster_14998	subcluster_18655
Chehoud_patient_1_NODE_4_length_42455_cov_24.570825	42455	50.281474502414326	Caudovirales	High-quality	Enterobacteriaceae	temperate	cluster_77217	subcluster_97143
Chehoud_patient_1_NODE_9_length_19233_cov_18.927990	19233	41.58997556283472	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_227191	subcluster_285857
Chehoud_patient_2_NODE_105_length_5453_cov_7.817155	5453	48.65211810012837	Microviridae	Complete	Pseudomonas aeruginosa	virulent	cluster_243671	subcluster_306361
Chehoud_patient_2_NODE_119_length_4758_cov_9.678503	4758	43.757881462799496	Microviridae	Complete	Lawsonia intracellularis	virulent	cluster_114626	subcluster_144496
Chehoud_patient_2_NODE_13_length_29569_cov_11.363489	29569	44.9693936216984	Caudovirales	Medium-quality	Lactobacillaceae	temperate	cluster_266494	subcluster_334537
Chehoud_patient_2_NODE_19_length_19315_cov_52.877259	19315	50.458193114159975	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_56241	subcluster_70903
Chehoud_patient_2_NODE_21_length_18365_cov_13.835445	18365	50.34032126327253	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_149357	subcluster_188288
Chehoud_patient_2_NODE_24_length_16877_cov_11.099215	16877	40.17301653137406	Caudovirales	Low-quality	Enterococcus gallinarum	temperate	cluster_172333	subcluster_217613
Chehoud_patient_2_NODE_26_length_16553_cov_13.045581	16553	49.81574336978191	Caudovirales	Low-quality	Salmonella enterica	temperate	cluster_35436	subcluster_44588
Chehoud_patient_2_NODE_29_length_15626_cov_18.860381	15626	49.398438499936006		Medium-quality	Parabacteroides merdae	virulent	cluster_92871	subcluster_116894
Chehoud_patient_2_NODE_30_length_15603_cov_28.922627	15603	49.83016086650004	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_20730	subcluster_25974
Chehoud_patient_2_NODE_32_length_15279_cov_649.803731	15279	51.46933699849466	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_201653	subcluster_253986
Chehoud_patient_2_NODE_3_length_58127_cov_394.798836	58127	43.19163211588418	Caudovirales	Medium-quality	Prevotella copri	virulent	cluster_106726	subcluster_134501
Chehoud_patient_2_NODE_61_length_9228_cov_11.637196	9228	39.41265713047248	Caudovirales	Low-quality	Enterococcus casseliflavus	temperate	cluster_258315	subcluster_324177
Chehoud_patient_2_NODE_6_length_40366_cov_1166.857136	40366	48.78610711985335	Caudovirales	Complete	Enterobacteriaceae	temperate	cluster_234047	subcluster_294491
Chehoud_patient_2_NODE_90_length_6149_cov_974.406465	6149	37.09546267685803	Microviridae	Complete	Prevotella copri	virulent	cluster_96717	subcluster_121815
