fasta_id	sequence_id	predicted_label	p_temperate	p_virulent
PQ133598	84	temperate	0.8897376974338422	0.1102623025661578
PQ133597	85	virulent	0.07519210500616431	0.9248078949938358
PQ133596	86	virulent	0.06819296981326649	0.9318070301867335
PQ133595	87	virulent	0.0731262776592665	0.9268737223407335
PQ133594	88	virulent	0.0020764217187986584	0.9979235782812014
PQ793761	89	virulent	0.01945796271404671	0.9805420372859532
PQ287282	90	temperate	0.8216497172935366	0.17835028270646336
PQ287281	91	temperate	0.8216497172935366	0.17835028270646336
PQ287280	92	temperate	0.997458772608849	0.0025412273911510595
PQ287279	93	temperate	0.8216497172935366	0.17835028270646336
PQ368523	94	virulent	0.05104785688003568	0.9489521431199645
PQ368522	95	virulent	0.04820656117439886	0.9517934388256012
PQ198873	96	temperate	0.5880855365264025	0.41191446347359745
PQ198872	97	temperate	0.7525225869041865	0.24747741309581345
PQ198871	98	temperate	0.5746411352953708	0.42535886470462925
PQ198870	99	temperate	0.7707916925283922	0.2292083074716077
PQ198869	100	temperate	0.6431590942324557	0.35684090576754435
PQ198868	101	temperate	0.7279134588068161	0.2720865411931839
PQ198867	102	temperate	0.7871537769900766	0.2128462230099234
PQ198866	103	temperate	0.6593789200821816	0.3406210799178185
PQ198865	104	temperate	0.7279134588068161	0.2720865411931839
PQ198864	105	temperate	0.6538330757683114	0.3461669242316886
PQ198863	106	temperate	0.6849020532360515	0.3150979467639485
PQ010280	107	virulent	0.0017699985140428819	0.9982300014859572
PP359530	108	temperate	0.7743986738391148	0.22560132616088527
PQ510734	109	virulent	0.010978121148924852	0.9890218788510752
PQ510733	110	virulent	0.11469664286628162	0.8853033571337184
PQ676986	111	temperate	0.6322325056594835	0.3677674943405164
PQ409239	112	virulent	0.03780976021445026	0.9621902397855497
PQ359445	113	virulent	0.008835357345906765	0.9911646426540933
PQ341120	114	virulent	0.047351989322955354	0.9526480106770446
PQ310662	115	virulent	0.018109179296756792	0.9818908207032433
PQ288046	116	virulent	0.023114049595563155	0.9768859504044368
PQ074228	117	temperate	0.5821674409543102	0.41783255904568983
PQ438391	118	virulent	0.010522055592579614	0.9894779444074204
PQ589834	119	virulent	0.037100533895295	0.962899466104705
PQ567101	120	temperate	0.5294513538567444	0.47054864614325564
PQ539422	121	temperate	0.854119985976746	0.14588001402325404
PQ799305	122	virulent	0.004001169009384215	0.9959988309906158
PQ658967	123	virulent	0.05614302111422653	0.9438569788857735
PQ741806	124	temperate	0.8637931435602261	0.13620685643977393
PP978614	125	virulent	0.12838026807046293	0.8716197319295371
PP978613	126	virulent	0.0015696675468831963	0.9984303324531169
PP978612	127	virulent	0.0025500258309639175	0.9974499741690361
PP978611	128	virulent	0.012312055119972198	0.9876879448800278
PP978610	129	virulent	0.0013963502760015497	0.9986036497239984
PP728208	130	virulent	0.01762873665079432	0.9823712633492055
PP728207	131	virulent	0.048324887200085695	0.9516751127999142
PP728206	132	virulent	0.026911803430786172	0.9730881965692139
PP728205	133	virulent	0.04517533247059105	0.9548246675294089
PP556865	134	virulent	0.12350449060153242	0.8764955093984677
PP556864	135	virulent	0.012951284146129428	0.9870487158538706
PP554338	136	virulent	0.18585886643717883	0.8141411335628213
PP554337	137	virulent	0.011146289643249572	0.9888537103567504
PP554336	138	virulent	0.19151846275390266	0.8084815372460973
PP505787	139	virulent	0.006011835435322236	0.9939881645646778
PP505786	140	virulent	0.012018904622428515	0.9879810953775715
PP444688	141	virulent	0.05572825814731341	0.9442717418526867
PP444687	142	virulent	0.016386447973401413	0.9836135520265985
PP444686	143	virulent	0.020839888200727272	0.9791601117992728
PP444685	144	virulent	0.3174789408108985	0.6825210591891016
PP526029	145	virulent	0.09879408973813275	0.9012059102618672
PP526028	146	virulent	0.010202084326989566	0.9897979156730103
PP712099	147	virulent	0.14827268889638934	0.8517273111036106
PP027964	148	virulent	0.05274340100466118	0.9472565989953389
OR102882	149	virulent	0.10680009085210412	0.8931999091478958
OR102881	150	virulent	0.10498117092977192	0.8950188290702281
OR102880	151	virulent	0.06870807960811856	0.9312919203918815
OQ594774	152	virulent	0.011747187780245192	0.9882528122197548
OP828577	153	temperate	0.640308662236142	0.359691337763858
OP352125	154	virulent	0.014323929342522091	0.9856760706574779
OP352124	155	virulent	0.02116779375367341	0.9788322062463267
OP352123	156	virulent	0.03513484784701196	0.9648651521529881
OP352122	157	virulent	0.014216230377496242	0.9857837696225037
OP352121	158	virulent	0.0045717063353602466	0.9954282936646398
ON716454	159	virulent	0.13859824782919658	0.8614017521708034
ON716453	160	virulent	0.23977870921461217	0.7602212907853879
ON871820	161	virulent	0.01372241054245302	0.986277589457547
ON364344	162	virulent	0.0929690470259589	0.9070309529740411
OL854071	163	virulent	0.46482366871367986	0.5351763312863201
AY319521	164	temperate	0.9631380261312595	0.036861973868740364
MW175890	165	virulent	0.13670971965500178	0.8632902803449982
GU339467	166	temperate	0.9997928458697092	0.0002071541302908222
MF417929	167	temperate	0.7931381677310335	0.20686183226896646
MH616963	168	virulent	0.09667202254554941	0.9033279774544506
MH552500	169	virulent	0.4312274129666534	0.5687725870333465
BK010471	170	virulent	0.11563367091636628	0.8843663290836337
AC171169	171	virulent	0.06589818786048231	0.9341018121395177
LR797314	172	temperate	0.8947743257862748	0.10522567421372525
KT997847	173	temperate	0.6233807677778127	0.3766192322221873
AP013549	174	temperate	0.5350474243017816	0.4649525756982183
AP013548	175	temperate	0.5989593723057649	0.40104062769423515
AP013547	176	temperate	0.7693735308558172	0.23062646914418283
AP013546	177	temperate	0.7417785360996433	0.25822146390035666
AP013545	178	virulent	0.3689176934198023	0.6310823065801977
AP013544	179	virulent	0.20617672704184048	0.7938232729581596
AP013543	180	virulent	0.4583403216251716	0.5416596783748285
AP013542	181	virulent	0.4046320787015977	0.5953679212984023
AP013541	182	temperate	0.537016416091826	0.462983583908174
AP013540	183	temperate	0.5717062009795331	0.428293799020467
AP013539	184	virulent	0.24536522475898245	0.7546347752410176
AP013538	185	virulent	0.1932020685648758	0.8067979314351242
LR756511	186	virulent	0.3961770784242749	0.603822921575725
LR756508	187	temperate	0.5909333729337134	0.4090666270662866
LR756504	188	temperate	0.541808380847879	0.4581916191521211
LR756503	189	virulent	0.4244116180030334	0.5755883819969666
LR756502	190	virulent	0.3430940477321897	0.6569059522678102
LR756501	191	virulent	0.4244797509270439	0.5755202490729562
LR756500	192	temperate	0.7251893548459201	0.27481064515408
LR745208	193	virulent	0.06241031783914097	0.9375896821608589
LR745206	194	virulent	0.4008548252067676	0.5991451747932325
AY576273	195	temperate	0.9799589828935292	0.0200410171064708
MN335248	196	temperate	0.6528383502730861	0.34716164972691393
MK250028	197	virulent	0.4470283790313168	0.5529716209686831
MK250027	198	virulent	0.45220906938475186	0.5477909306152482
MK250026	199	virulent	0.44698546199290257	0.5530145380070974
MK250025	200	virulent	0.4523414463130585	0.5476585536869415
MK250024	201	virulent	0.4460319482848916	0.5539680517151084
MK250023	202	virulent	0.4551386597502891	0.5448613402497109
MK250022	203	virulent	0.4431443851754209	0.5568556148245792
MK250021	204	virulent	0.45087276272140037	0.5491272372785997
MK250020	205	virulent	0.4442361452142917	0.5557638547857083
MK250019	206	virulent	0.37562958705868615	0.6243704129413139
MK250018	207	virulent	0.383362956274149	0.6166370437258509
MK250017	208	virulent	0.38555341288923944	0.6144465871107606
MK250016	209	virulent	0.3834947370605313	0.6165052629394686
MK250015	210	virulent	0.38409209904264974	0.6159079009573502
KX397280	211	virulent	0.16157469137574207	0.8384253086242579
MG592615	212	virulent	0.18827237188086504	0.8117276281191349
MG592455	213	temperate	0.548597510896877	0.4514024891031229
MG592427	214	virulent	0.41870129579200255	0.5812987042079975
MG592402	215	virulent	0.3457692573693655	0.6542307426306345
MG592394	216	virulent	0.23475615070967235	0.7652438492903276
MF361639	217	temperate	0.6429900049164902	0.3570099950835098
GU943031	218	virulent	0.2616099761268072	0.7383900238731929
JX625144	219	virulent	0.020760746812678137	0.9792392531873219
HM208303	220	temperate	0.9227630314221175	0.07723696857788258
HQ633062	221	virulent	0.15097181626113892	0.8490281837388611
HM066936	222	virulent	0.08015779948501746	0.9198422005149826
GU943054	223	virulent	0.14544550794921912	0.8545544920507808
AF334111	224	virulent	0.181847046835243	0.8181529531647569
AF059242	225	virulent	0.02456940338552087	0.9754305966144793
DQ836063	226	virulent	0.16053232084887492	0.839467679151125
PP479942	227	temperate	0.5530375800801681	0.4469624199198319
PP479941	228	temperate	0.5619802788948081	0.43801972110519194
PP479940	229	temperate	0.5777695943959322	0.4222304056040677
PP479939	230	temperate	0.6410852153537397	0.35891478464626025
PQ571161	231	temperate	0.9308658559763353	0.06913414402366473
PQ571160	232	temperate	0.9849243005166887	0.015075699483311444
PQ571159	233	temperate	0.9975532971698402	0.0024467028301598955
PQ479935	234	virulent	0.1455537384690927	0.8544462615309073
PQ479934	235	virulent	0.33997972594002496	0.6600202740599751
PQ390404	236	virulent	0.020167874930052936	0.9798321250699471
PP501792	237	virulent	0.19910979569972445	0.8008902043002755
PP501791	238	virulent	0.24190257320077768	0.7580974267992223
PQ336914	239	virulent	0.003231181230234115	0.9967688187697659
PQ336913	240	virulent	0.001847302297000845	0.9981526977029992
PQ336912	241	virulent	0.00833057594676898	0.9916694240532311
PQ336911	242	virulent	0.002212559160778901	0.9977874408392211
PQ336910	243	virulent	0.0023532874799748202	0.9976467125200251
PQ336909	244	virulent	0.0029430797453100653	0.99705692025469
PQ336908	245	virulent	0.0017476432685582734	0.9982523567314416
PQ336907	246	virulent	0.0005824039615740073	0.999417596038426
PQ336906	247	virulent	0.39394531036659775	0.6060546896334023
PQ336905	248	virulent	0.0021647444409898585	0.9978352555590101
PQ336904	249	virulent	0.005261638644751229	0.9947383613552487
PQ336903	250	virulent	0.006344082883010281	0.9936559171169896
PQ336902	251	virulent	0.46932870795997544	0.5306712920400246
PQ336901	252	virulent	0.004066694378606541	0.9959333056213934
OR670333	253	virulent	0.0852559273156305	0.9147440726843695
OR670332	254	virulent	0.021289814038775622	0.9787101859612244
MT663720	255	temperate	0.7255075125683876	0.2744924874316123
PP921744	256	temperate	0.9303615382267719	0.06963846177322804
AB823818	257	temperate	0.8353583234974407	0.1646416765025594
OR711204	258	virulent	0.027852970202066177	0.9721470297979338
OP834087	259	temperate	0.5141011047371402	0.4858988952628598
PQ432288	260	temperate	0.7150511910875114	0.2849488089124886
PQ432287	261	temperate	0.8191279576903422	0.18087204230965784
PQ432286	262	temperate	0.7210392146887439	0.27896078531125623
PQ432285	263	temperate	0.7476382019647251	0.2523617980352749
PQ432284	264	temperate	0.7521583875662422	0.2478416124337579
PQ432283	265	temperate	0.7045747949777907	0.2954252050222092
PQ435408	266	virulent	0.021627865272976173	0.9783721347270238
PQ438181	267	virulent	0.3246884985031364	0.6753115014968636
PQ462666	268	virulent	0.04686536350883157	0.9531346364911685
PQ480913	269	temperate	0.5938865692848494	0.4061134307151506
PQ480333	270	virulent	0.035123547535095306	0.9648764524649047
PQ473534	271	virulent	0.023366711147365063	0.9766332888526349
PQ474312	272	temperate	0.5895818219993326	0.4104181780006674
PQ474311	273	temperate	0.522327266106341	0.4776727338936591
PQ495743	274	temperate	0.5610411495892956	0.43895885041070437
PQ495742	275	temperate	0.8861166008015771	0.11388339919842294
PQ495741	276	virulent	0.23141827125689513	0.7685817287431049
PQ495740	277	virulent	0.19974390437210923	0.8002560956278907
PQ495739	278	temperate	0.8553150317345674	0.14468496826543265
PQ495738	279	temperate	0.8552841916501357	0.1447158083498643
PQ521333	280	temperate	0.5728451382533639	0.4271548617466361
PQ521332	281	virulent	0.012780782419149928	0.9872192175808501
PQ521331	282	virulent	0.02047688258760105	0.9795231174123988
PQ521330	283	virulent	0.022742440429019788	0.9772575595709803
PQ521329	284	temperate	0.5492343080898437	0.4507656919101563
PQ530295	285	virulent	0.015790862516569644	0.9842091374834304
PQ553088	286	virulent	0.020769865097918488	0.9792301349020814
PQ553208	287	virulent	0.07617105595042324	0.9238289440495767
PQ564447	288	virulent	0.04849029076250649	0.9515097092374936
PQ568382	289	virulent	0.01475315968893711	0.9852468403110629
PQ562891	290	virulent	0.2420349784673965	0.7579650215326035
PQ559665	291	temperate	0.9995262872782075	0.0004737127217924577
PQ559664	292	temperate	0.892386607595493	0.10761339240450697
PQ559663	293	temperate	0.9982746365389781	0.001725363461021931
PQ559668	294	temperate	0.998918693575071	0.0010813064249289555
PQ559667	295	temperate	0.9999082923068724	9.170769312762223e-05
PQ559666	296	virulent	0.03073708687314676	0.9692629131268533
PQ559669	297	temperate	0.6709956662388966	0.3290043337611034
PQ569648	298	temperate	0.508947908468363	0.49105209153163704
PQ570679	299	virulent	0.003331056605354882	0.9966689433946451
PQ278643	300	virulent	0.016467609820714164	0.9835323901792857
PQ436005	301	virulent	0.16550922715505187	0.8344907728449481
PQ435593	302	virulent	0.10094835108640342	0.8990516489135966
PQ438048	303	virulent	0.13349668096555256	0.8665033190344474
PQ437329	304	virulent	0.16797246136601204	0.8320275386339879
PQ433354	305	virulent	0.0248471025333681	0.9751528974666318
PQ433353	306	virulent	0.17195405610272796	0.828045943897272
PQ433352	307	virulent	0.16904456534464118	0.8309554346553588
PQ433351	308	virulent	0.05200967261005701	0.9479903273899429
PQ433350	309	virulent	0.24045689747021823	0.7595431025297819
PQ433349	310	virulent	0.12092689991958921	0.8790731000804107
PQ244022	311	temperate	0.9772230633905834	0.0227769366094167
PQ244021	312	virulent	0.0013674006974999727	0.9986325993025001
PQ244020	313	virulent	0.0001108938305373031	0.9998891061694628
PQ244019	314	temperate	0.9016081157400517	0.09839188425994824
PQ244018	315	virulent	0.025589313836100976	0.9744106861638989
PQ244017	316	virulent	0.025594807165809797	0.9744051928341902
PQ244016	317	virulent	0.01628066780966844	0.9837193321903315
PQ244015	318	temperate	0.9795963819425526	0.020403618057447403
PQ244014	319	virulent	0.17634870588195414	0.8236512941180459
PQ244013	320	virulent	0.09343056323372403	0.906569436766276
PQ244012	321	temperate	0.8428038056871999	0.15719619431280002
PQ244011	322	temperate	0.9878649362428025	0.01213506375719749
PQ244010	323	temperate	0.9623587977252747	0.03764120227472528
PQ451753	324	virulent	0.2281837886077641	0.771816211392236
PQ109080	325	temperate	0.6339849651597632	0.3660150348402368
PQ109079	326	virulent	0.47522921588632616	0.5247707841136738
PQ109078	327	virulent	0.3987847071878325	0.6012152928121675
PQ109077	328	temperate	0.5402534450201724	0.4597465549798277
PQ109076	329	temperate	0.5446420006553161	0.4553579993446838
PQ109075	330	temperate	0.5677010227933402	0.43229897720665966
PQ109074	331	virulent	0.3259418718360985	0.6740581281639014
PQ429081	332	virulent	0.08470434590638644	0.9152956540936136
PP358257	333	temperate	0.5820300250053756	0.4179699749946244
PP358256	334	virulent	0.18541707543793384	0.814582924562066
PP358255	335	temperate	0.9515536802016252	0.04844631979837475
PP358254	336	temperate	0.5852227252804539	0.414777274719546
PQ540732	337	virulent	0.25752144322406784	0.7424785567759322
PQ539418	338	virulent	0.18090832052860709	0.8190916794713929
PQ521129	339	virulent	0.03992157035760721	0.9600784296423929
PQ519586	340	virulent	0.08239262428555892	0.9176073757144411
PQ356897	341	temperate	0.9981329879173706	0.0018670120826294388
PP858896	342	virulent	0.16957170108142536	0.8304282989185746
PQ476011	343	virulent	0.05005089617611117	0.9499491038238889
PQ476010	344	virulent	0.022965172612163083	0.9770348273878369
PQ476009	345	virulent	0.08286162140799132	0.9171383785920086
PQ276738	346	virulent	0.04153945467663737	0.9584605453233627
OQ915374	347	virulent	0.04607595019881689	0.9539240498011831
PQ130134	348	temperate	0.9999221989191676	7.780108083248739e-05
PQ130133	349	temperate	0.9966860911210712	0.003313908878928772
PQ130132	350	temperate	0.9899445460074973	0.010055453992502726
PQ130131	351	temperate	0.988346975274029	0.011653024725971068
PP801331	352	virulent	0.006692880103572617	0.9933071198964274
MT410774	353	temperate	0.9129428236651549	0.0870571763348452
MT325768	354	temperate	0.7399992039822703	0.26000079601772974
MT104122	355	virulent	0.15420768123626674	0.8457923187637332
AF271693	356	temperate	0.9986661497882006	0.0013338502117993946
PQ492290	357	virulent	0.006119125265200129	0.9938808747347999
PQ492289	358	temperate	0.6373995463682356	0.36260045363176435
PQ463998	359	virulent	0.23013604304024868	0.7698639569597514
PQ488730	360	virulent	0.4794671954856552	0.5205328045143448
PQ408900	361	virulent	0.26617999845342155	0.7338200015465784
PQ518655	362	virulent	0.02722198279335722	0.9727780172066428
PP799040	363	virulent	0.10530910281793614	0.8946908971820638
PP799039	364	virulent	0.07460335121397245	0.9253966487860276
PP799038	365	virulent	0.13016163018997795	0.869838369810022
PP799021	366	virulent	0.16912536915907408	0.8308746308409259
PP799020	367	virulent	0.19096943163574812	0.8090305683642519
PP799019	368	virulent	0.15776673181267312	0.8422332681873269
PP799017	369	virulent	0.11058626368965577	0.8894137363103441
PP799016	370	virulent	0.1319201654857941	0.8680798345142059
PP799015	371	virulent	0.16410607946285022	0.8358939205371498
PP799014	372	virulent	0.13328012895321492	0.866719871046785
PP799013	373	virulent	0.10625176697218044	0.8937482330278195
PP798985	374	virulent	0.10495001423419273	0.8950499857658073
PP798984	375	virulent	0.03368485886018844	0.9663151411398117
PP798983	376	virulent	0.15436657249136804	0.845633427508632
PP798982	377	virulent	0.16784016742088015	0.8321598325791199
PP798958	378	virulent	0.09912772710241788	0.9008722728975821
PP798957	379	virulent	0.04325473705808403	0.956745262941916
PP798956	380	virulent	0.16885332432579547	0.8311466756742045
PQ069210	381	virulent	0.10326349878557971	0.8967365012144203
PQ069209	382	temperate	0.8135040112716756	0.18649598872832437
PQ311674	383	virulent	0.13274180115059608	0.8672581988494038
PQ438797	384	virulent	0.10164048024973957	0.8983595197502605
PP848412	385	virulent	0.14995635894369216	0.8500436410563078
PP816325	386	virulent	0.45115527207217443	0.5488447279278255
PQ201089	387	temperate	0.8078175854599297	0.19218241454007035
PQ201088	388	virulent	0.1205874467551292	0.8794125532448708
PQ201087	389	temperate	0.8353522307648067	0.16464776923519334
PQ201086	390	temperate	0.9998247993164985	0.00017520068350154023
PQ201085	391	virulent	0.3666033170146837	0.6333966829853163
PQ201084	392	temperate	0.9998805163133765	0.00011948368662348075
PQ201083	393	virulent	0.3386066040211245	0.6613933959788755
PQ201082	394	virulent	0.07040908113485635	0.9295909188651436
PQ201081	395	temperate	0.9961507783867523	0.0038492216132476643
PQ201080	396	virulent	0.018085444925620038	0.98191455507438
PQ201079	397	temperate	0.9968241801870631	0.0031758198129368466
PQ201078	398	virulent	0.0006155962023825035	0.9993844037976175
PQ201077	399	temperate	0.9915280801927422	0.008471919807257845
OR809231	400	virulent	0.029154014842353523	0.9708459851576464
PQ429080	401	virulent	0.012361348774792493	0.9876386512252074
PQ429079	402	virulent	0.08580982334475325	0.9141901766552467
PQ416618	403	virulent	0.024624104576684066	0.9753758954233159
PP213047	404	temperate	0.9077895588621981	0.09221044113780187
PP001500	405	virulent	0.017476684017288042	0.9825233159827119
OR636104	406	virulent	0.0925300383885002	0.9074699616114998
OR665531	407	temperate	0.6202868083818045	0.3797131916181955
OR665530	408	temperate	0.6314094307797514	0.36859056922024863
PP729052	409	virulent	0.09784997184428439	0.9021500281557155
PP729051	410	virulent	0.16591557323356831	0.8340844267664318
PP747161	411	temperate	0.5428511779488412	0.45714882205115887
PP758980	412	virulent	0.0012742460884949504	0.998725753911505
PP596835	413	virulent	0.12437064840181608	0.875629351598184
OR584014	414	virulent	0.04655237310802114	0.9534476268919789
OR584013	415	virulent	0.010461222009387263	0.9895387779906127
OR004835	416	virulent	0.10510114616162286	0.8948988538383771
PQ351753	417	temperate	0.9014633684139297	0.09853663158607029
PP105779	418	virulent	0.051849932046024255	0.9481500679539757
MH160766	419	virulent	0.1195354466482059	0.8804645533517941
MK630230	420	virulent	0.04295651323915628	0.9570434867608437
PQ411323	421	virulent	0.012491890539643854	0.987508109460356
PQ462667	422	virulent	0.0371274643719509	0.9628725356280491
PQ480021	423	temperate	0.9611552931162591	0.03884470688374083
PQ476032	424	virulent	0.06118931150560973	0.9388106884943903
PQ471667	425	virulent	0.01360783188322873	0.9863921681167712
PQ362688	426	temperate	0.9991927910414671	0.0008072089585328168
PQ362687	427	virulent	0.3421650272528505	0.6578349727471494
PQ362686	428	virulent	0.34355209113887336	0.6564479088611266
PQ362685	429	virulent	0.3773680774989389	0.622631922501061
PQ362684	430	virulent	0.4196802042910413	0.5803197957089588
PQ362683	431	temperate	0.9825907286854808	0.017409271314519265
PQ362682	432	temperate	0.8083022645253058	0.19169773547469407
PQ362681	433	temperate	0.7055256995890374	0.2944743004109626
PQ362680	434	temperate	0.8412181853843226	0.1587818146156774
PQ362679	435	virulent	0.07972450909696621	0.9202754909030338
PQ362678	436	virulent	0.2616636851456729	0.738336314854327
PQ362677	437	virulent	0.3608044755841277	0.6391955244158724
PQ362676	438	temperate	0.7180989306521537	0.2819010693478463
PQ362675	439	temperate	0.9467914381396944	0.053208561860305724
PQ362674	440	virulent	0.28670042732541845	0.7132995726745816
PQ362673	441	temperate	0.9999083411826641	9.165881733590265e-05
PQ362672	442	temperate	0.9873885518928035	0.0126114481071965
PQ362671	443	temperate	0.7010638341418131	0.29893616585818694
PQ362670	444	temperate	0.5895844589544958	0.41041554104550404
PQ362669	445	temperate	0.6347386957388942	0.36526130426110587
PQ362668	446	temperate	0.9797195516477019	0.020280448352298086
PQ362667	447	temperate	0.7107275770227767	0.2892724229772234
PQ362666	448	temperate	0.999910689210788	8.931078921206442e-05
PQ362665	449	virulent	0.34893120538308475	0.6510687946169151
PQ362664	450	temperate	0.7445781132951754	0.2554218867048246
PQ362663	451	temperate	0.6855825414732274	0.3144174585267726
PQ362662	452	temperate	0.9996625259622041	0.0003374740377959587
PQ362661	453	temperate	0.8697025866967322	0.1302974133032679
PQ362660	454	virulent	0.08377641040055198	0.916223589599448
PQ362659	455	temperate	0.9957376327734703	0.004262367226529754
PQ362658	456	temperate	0.9229539309180342	0.07704606908196575
PQ449569	457	virulent	0.001796032986378001	0.9982039670136219
PQ449568	458	virulent	0.0029007132727749767	0.9970992867272251
PQ474233	459	temperate	0.9891058980739975	0.010894101926002504
PP978974	460	virulent	0.1495559016372716	0.8504440983627284
OR712157	461	virulent	0.17154977105680164	0.8284502289431983
OQ873415	462	virulent	0.04404327866358692	0.9559567213364131
OQ870555	463	virulent	0.03855963769341333	0.9614403623065867
OV298791	464	virulent	0.12376054655620414	0.8762394534437958
OV298786	465	virulent	0.1029186653511839	0.8970813346488161
OV298781	466	virulent	0.07961780385703061	0.9203821961429693
OV298765	467	virulent	0.08058829550576532	0.9194117044942347
OV298725	468	virulent	0.1086974397712033	0.8913025602287967
OV298668	469	virulent	0.1533364789826593	0.8466635210173407
