contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
PQ465216	47146	No	NA	85	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ493298	166845	No	NA	264	256	0	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
PQ826494	46027	No	NA	74	61	0	High-quality	High-quality	98.74	AAI-based (high-confidence)	0.0	1.0	
LC816585	26412	No	NA	30	26	0	High-quality	High-quality	92.04	AAI-based (high-confidence)	0.0	1.0	
PQ309151	225638	No	NA	241	107	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ471516	351311	No	NA	532	216	0	High-quality	High-quality	95.76	AAI-based (high-confidence)	0.0	1.0	
PQ471515	361208	No	NA	570	238	0	High-quality	High-quality	95.65	AAI-based (high-confidence)	0.0	1.0	
PQ818400	108988	No	NA	147	122	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ641135	42059	No	NA	57	34	0	High-quality	High-quality	99.86	AAI-based (high-confidence)	0.0	1.0	
PQ619753	51384	No	NA	62	25	0	High-quality	High-quality	95.87	AAI-based (high-confidence)	0.0	1.0	
PQ434693	42758	No	NA	52	28	0	High-quality	High-quality	99.51	AAI-based (high-confidence)	0.0	1.0	
PQ434692	108444	No	NA	168	37	2	High-quality	High-quality	98.99	AAI-based (high-confidence)	0.0	1.0	
PQ394075	54924	No	NA	70	31	1	High-quality	High-quality	94.33	AAI-based (medium-confidence)	0.0	1.0	
PQ394074	56415	No	NA	75	31	1	High-quality	High-quality	96.9	AAI-based (medium-confidence)	0.0	1.0	
PQ349087	40244	No	NA	58	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ349086	39536	No	NA	62	35	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP996006	43174	No	NA	65	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ589213	40795	No	NA	48	44	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ589212	48478	No	NA	59	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ589211	47244	No	NA	72	51	0	High-quality	High-quality	97.28	AAI-based (high-confidence)	0.0	1.01	
PQ589210	48188	No	NA	74	67	0	High-quality	High-quality	97.27	AAI-based (high-confidence)	0.0	1.0	
PQ820062	46743	No	NA	77	18	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ820061	46743	No	NA	77	18	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ820060	46817	No	NA	77	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
PQ820059	49065	No	NA	80	18	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ820058	48313	No	NA	79	17	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ824399	39785	No	NA	49	45	0	High-quality	High-quality	99.62	AAI-based (high-confidence)	0.0	1.01	
PP236441	38334	No	NA	54	50	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP236440	38380	No	NA	54	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP236439	38380	No	NA	54	50	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ314494	45282	No	NA	57	28	1	High-quality	High-quality	95.42	AAI-based (high-confidence)	0.0	1.0	
PQ314493	44679	No	NA	68	56	0	High-quality	High-quality	96.44	AAI-based (high-confidence)	0.0	1.0	
PQ314492	45076	No	NA	66	29	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.03	
PQ314491	69920	No	NA	101	52	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
PQ133628	40835	No	NA	51	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133627	43803	No	NA	55	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133626	44487	No	NA	54	43	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133625	146651	No	NA	252	159	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133624	48427	No	NA	75	69	0	High-quality	High-quality	97.75	AAI-based (high-confidence)	0.0	1.0	
PQ133623	38822	No	NA	47	27	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ133622	40990	No	NA	49	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133621	45092	No	NA	58	43	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133620	41271	No	NA	50	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133619	40048	No	NA	47	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133618	50949	No	NA	80	68	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ133617	43717	No	NA	55	46	0	High-quality	High-quality	99.58	AAI-based (high-confidence)	0.0	1.0	
PQ133616	39606	No	NA	48	45	0	High-quality	High-quality	98.77	AAI-based (high-confidence)	0.0	1.0	
PQ133615	44441	No	NA	55	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133614	41033	No	NA	49	46	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133613	50168	No	NA	78	68	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133612	49817	No	NA	77	69	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133611	40279	No	NA	52	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133610	39590	No	NA	50	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133609	49610	No	NA	82	52	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133608	112515	No	NA	150	86	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133607	40362	No	NA	53	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133606	43549	No	NA	56	46	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133605	41968	No	NA	49	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133604	40779	No	NA	46	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133603	40578	No	NA	50	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ133602	41269	No	NA	53	50	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133601	41379	No	NA	49	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ133600	76827	No	NA	93	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133599	44717	No	NA	55	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133598	40556	No	NA	60	32	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133597	48960	No	NA	75	68	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133596	49170	No	NA	76	68	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
PQ133595	49654	No	NA	77	68	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ133594	41018	No	NA	49	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ793761	40347	No	NA	52	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ287282	45199	No	NA	65	39	0	High-quality	High-quality	99.52	AAI-based (high-confidence)	0.0	1.01	
PQ287281	45199	No	NA	65	39	0	High-quality	High-quality	99.52	AAI-based (high-confidence)	0.0	1.01	
PQ287280	36865	No	NA	54	49	0	High-quality	High-quality	96.95	AAI-based (high-confidence)	0.0	1.0	
PQ287279	45199	No	NA	65	39	0	High-quality	High-quality	99.52	AAI-based (high-confidence)	0.0	1.01	
PQ368523	157834	No	NA	201	170	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
PQ368522	166124	No	NA	258	232	0	High-quality	High-quality	98.54	AAI-based (high-confidence)	0.0	1.0	
PQ198873	29973	No	NA	43	41	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ198872	29979	No	NA	43	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ198871	28735	No	NA	42	41	0	High-quality	High-quality	97.54	AAI-based (high-confidence)	0.0	1.0	
PQ198870	28137	No	NA	41	40	0	High-quality	High-quality	95.51	AAI-based (high-confidence)	0.0	1.0	
PQ198869	27598	No	NA	42	41	0	High-quality	High-quality	93.68	AAI-based (high-confidence)	0.0	1.0	
PQ198868	29235	No	NA	40	40	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
PQ198867	28137	No	NA	41	40	0	High-quality	High-quality	95.51	AAI-based (high-confidence)	0.0	1.0	
PQ198866	29536	No	NA	41	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ198865	29235	No	NA	40	40	0	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
PQ198864	29295	No	NA	41	40	0	High-quality	High-quality	99.44	AAI-based (high-confidence)	0.0	1.0	
PQ198863	28137	No	NA	41	40	0	High-quality	High-quality	95.51	AAI-based (high-confidence)	0.0	1.0	
PQ010280	39709	No	NA	49	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP359530	52783	No	NA	77	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ510734	148142	No	NA	239	231	0	Medium-quality	Genome-fragment	88.0	AAI-based (high-confidence)	0.0	1.0	
PQ510733	134802	No	NA	208	195	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ676986	60737	No	NA	74	34	0	High-quality	High-quality	99.0	AAI-based (high-confidence)	0.0	1.01	
PQ409239	73653	No	NA	91	65	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ359445	39958	No	NA	50	47	0	High-quality	High-quality	99.63	AAI-based (high-confidence)	0.0	1.0	
PQ341120	169320	No	NA	284	261	0	High-quality	High-quality	99.49	AAI-based (high-confidence)	0.0	1.0	
PQ310662	72768	No	NA	87	65	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ288046	96114	No	NA	171	83	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ074228	49832	No	NA	104	34	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ438391	166163	No	NA	265	254	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ589834	183411	No	NA	318	268	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
PQ567101	64609	No	NA	88	79	0	High-quality	High-quality	97.82	AAI-based (high-confidence)	0.0	1.0	
PQ539422	40903	No	NA	59	37	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ799305	59194	No	NA	74	68	0	High-quality	High-quality	91.44	AAI-based (high-confidence)	0.0	1.0	
PQ658967	44071	No	NA	58	47	0	High-quality	High-quality	98.55	AAI-based (high-confidence)	0.0	1.0	
PQ741806	278406	No	NA	366	121	0	High-quality	High-quality	99.31	AAI-based (high-confidence)	0.0	1.0	
PP978614	47966	No	NA	73	63	0	High-quality	High-quality	96.82	AAI-based (high-confidence)	0.0	1.0	
PP978613	43910	No	NA	56	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP978612	40315	No	NA	51	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP978611	44906	No	NA	57	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PP978610	44403	No	NA	56	50	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PP728208	44237	No	NA	53	44	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PP728207	167984	No	NA	274	243	0	High-quality	High-quality	99.55	AAI-based (high-confidence)	0.0	1.0	
PP728206	109507	No	NA	102	67	1	Low-quality	Genome-fragment	30.28	AAI-based (high-confidence)	0.0	1.0	
PP728205	91848	No	NA	170	146	0	Medium-quality	Genome-fragment	54.9	AAI-based (high-confidence)	0.0	1.0	
PP556865	51740	No	NA	83	63	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PP556864	174636	No	NA	271	190	0	High-quality	High-quality	98.02	AAI-based (high-confidence)	0.0	1.0	
PP554338	40194	No	NA	52	24	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
PP554337	175398	No	NA	272	189	0	High-quality	High-quality	98.45	AAI-based (high-confidence)	0.0	1.0	
PP554336	45183	No	NA	67	34	0	High-quality	High-quality	99.68	AAI-based (high-confidence)	0.0	1.0	
PP505787	174344	No	NA	270	185	0	High-quality	High-quality	97.86	AAI-based (high-confidence)	0.0	1.0	
PP505786	174281	No	NA	269	189	0	High-quality	High-quality	97.82	AAI-based (high-confidence)	0.0	1.0	
PP444688	165787	No	NA	257	229	0	High-quality	High-quality	98.17	AAI-based (high-confidence)	0.0	1.0	
PP444687	176987	No	NA	272	195	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.01	
PP444686	171972	No	NA	252	189	0	High-quality	High-quality	96.66	AAI-based (high-confidence)	0.0	1.0	
PP444685	47362	No	NA	62	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PP526029	52663	No	NA	83	59	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
PP526028	174800	No	NA	275	191	0	High-quality	High-quality	98.11	AAI-based (high-confidence)	0.0	1.0	
PP712099	158231	No	NA	218	73	0	Complete	High-quality	100.0	DTR (medium-confidence)	0.0	1.11	
PP027964	93814	No	NA	111	52	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
OR102882	76865	No	NA	94	38	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR102881	81874	No	NA	118	24	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR102880	81710	No	NA	115	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OQ594774	137893	No	NA	209	193	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0.0	1.0	
OP828577	41708	No	NA	79	39	0	High-quality	High-quality	97.75	AAI-based (high-confidence)	0.0	1.0	
OP352125	138139	No	NA	210	195	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
OP352124	137842	No	NA	208	193	0	High-quality	High-quality	97.34	AAI-based (high-confidence)	0.0	1.0	
OP352123	140609	No	NA	219	194	0	High-quality	High-quality	99.31	AAI-based (high-confidence)	0.0	1.0	
OP352122	137893	No	NA	208	193	0	High-quality	High-quality	97.38	AAI-based (high-confidence)	0.0	1.0	
OP352121	138504	No	NA	211	195	0	High-quality	High-quality	97.81	AAI-based (high-confidence)	0.0	1.0	
ON716454	50383	No	NA	81	68	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
ON716453	51323	No	NA	85	68	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
ON871820	167868	No	NA	265	253	0	High-quality	High-quality	99.83	AAI-based (high-confidence)	0.0	1.0	
ON364344	52412	No	NA	72	30	0	High-quality	High-quality	98.3	AAI-based (high-confidence)	0.0	1.0	
OL854071	42609	No	NA	51	31	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
AY319521	35155	No	NA	45	31	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
MW175890	150892	No	NA	259	154	1	High-quality	High-quality	99.56	AAI-based (high-confidence)	0.0	1.0	
GU339467	53332	No	NA	90	85	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MF417929	32618	No	NA	42	21	0	High-quality	High-quality	92.02	AAI-based (medium-confidence)	0.0	1.0	
MH616963	94878	No	NA	89	8	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
MH552500	90023	No	NA	87	7	0	High-quality	High-quality	96.43	AAI-based (high-confidence)	0.0	1.0	
BK010471	97065	No	NA	90	10	0	High-quality	High-quality	91.41	AAI-based (high-confidence)	0.0	1.0	
AC171169	104373	No	NA	142	118	0	High-quality	High-quality	92.37	AAI-based (high-confidence)	0.0	1.0	
LR797314	36306	No	NA	42	16	1	Medium-quality	Genome-fragment	88.66	AAI-based (medium-confidence)	0.0	1.0	
KT997847	33961	No	NA	44	21	0	Medium-quality	Genome-fragment	82.56	AAI-based (high-confidence)	0.0	1.0	
AP013549	41987	No	NA	34	14	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013548	43698	No	NA	45	16	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013547	43552	No	NA	43	15	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013546	42127	No	NA	47	24	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013545	41803	No	NA	50	27	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013544	40564	No	NA	41	17	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013543	37553	No	NA	51	28	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013542	42564	No	NA	53	24	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013541	42399	No	NA	53	26	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013540	40866	No	NA	54	19	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013539	43444	No	NA	53	33	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
AP013538	44705	No	NA	50	33	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LR756511	595163	No	NA	1021	59	69	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
LR756508	484177	No	NA	657	60	25	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
LR756504	636363	No	NA	923	68	56	High-quality	High-quality	99.41	HMM-based (lower-bound)	0.0	1.0	
LR756503	735411	No	NA	1010	69	88	High-quality	High-quality	99.6	HMM-based (lower-bound)	0.0	1.01	
LR756502	642428	No	NA	972	77	58	High-quality	High-quality	99.68	HMM-based (lower-bound)	0.0	1.0	
LR756501	735411	No	NA	1010	69	88	High-quality	High-quality	99.6	HMM-based (lower-bound)	0.0	1.01	
LR756500	462018	No	NA	684	82	35	High-quality	High-quality	97.16	HMM-based (lower-bound)	0.0	1.01	
LR745208	485034	No	NA	633	49	15	High-quality	High-quality	91.84	AAI-based (medium-confidence)	0.0	1.0	
LR745206	634780	No	NA	941	67	68	High-quality	High-quality	97.66	HMM-based (lower-bound)	0.0	1.0	
AY576273	63649	No	NA	88	39	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MN335248	7045	No	NA	13	1	0	High-quality	High-quality	94.28	AAI-based (high-confidence)	0.0	1.01	
MK250028	550053	No	NA	597	69	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK250027	551627	No	NA	604	69	8	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
MK250026	550702	No	NA	604	69	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK250025	546689	No	NA	590	69	9	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
MK250024	543529	No	NA	587	70	9	High-quality	High-quality	99.24	AAI-based (high-confidence)	0.0	1.0	
MK250023	550552	No	NA	600	69	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK250022	546746	No	NA	592	69	9	High-quality	High-quality	99.82	AAI-based (high-confidence)	0.0	1.0	
MK250021	549839	No	NA	599	69	9	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK250020	547991	No	NA	595	69	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MK250019	541299	No	NA	581	70	8	High-quality	High-quality	99.2	AAI-based (high-confidence)	0.0	1.0	
MK250018	541644	No	NA	584	73	7	High-quality	High-quality	99.29	AAI-based (high-confidence)	0.0	1.0	
MK250017	541724	No	NA	587	75	7	High-quality	High-quality	99.31	AAI-based (high-confidence)	0.0	1.0	
MK250016	541643	No	NA	584	73	7	High-quality	High-quality	99.29	AAI-based (high-confidence)	0.0	1.0	
MK250015	541664	No	NA	584	73	7	High-quality	High-quality	99.3	AAI-based (high-confidence)	0.0	1.0	
KX397280	45260	No	NA	54	17	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
MG592615	10611	No	NA	22	4	0	Low-quality	Genome-fragment	12.34	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
MG592455	10046	No	NA	19	3	0	Low-quality	Genome-fragment	15.94	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
MG592427	10272	No	NA	20	3	0	Low-quality	Genome-fragment	16.3	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
MG592402	10636	No	NA	21	4	0	Low-quality	Genome-fragment	13.1	HMM-based (lower-bound)	0.0	1.01	
MG592394	10579	No	NA	20	3	0	Low-quality	Genome-fragment	16.79	HMM-based (lower-bound)	0.0	1.01	low-confidence ITR
MF361639	9174	No	NA	14	1	0	Low-quality	Genome-fragment	6.5	HMM-based (lower-bound)	0.0	1.0	
GU943031	10313	No	NA	14	7	0	Low-quality	Genome-fragment	27.73	AAI-based (high-confidence)	0.0	1.0	
JX625144	3405	No	NA	3	2	0	High-quality	High-quality	93.36	AAI-based (medium-confidence)	0.0	1.0	
HM208303	57677	No	NA	76	65	0	Medium-quality	Genome-fragment	87.91	AAI-based (high-confidence)	0.0	1.0	
HQ633062	47375	No	NA	54	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
HM066936	3762	No	NA	3	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
GU943054	20430	No	NA	30	21	0	Low-quality	Genome-fragment	45.2	AAI-based (high-confidence)	0.0	1.0	
AF334111	4268	No	NA	3	1	0	High-quality	High-quality	99.48	HMM-based (lower-bound)	0.0	1.0	
AF059242	4215	No	NA	5	3	0	High-quality	High-quality	99.94	AAI-based (high-confidence)	0.0	1.0	
DQ836063	3573	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PP479942	53400	No	NA	80	19	1	High-quality	High-quality	97.27	AAI-based (high-confidence)	0.0	1.0	
PP479941	35473	No	NA	51	25	1	High-quality	High-quality	95.5	AAI-based (high-confidence)	0.0	1.0	
PP479940	51920	No	NA	81	21	0	High-quality	High-quality	95.98	AAI-based (high-confidence)	0.0	1.0	
PP479939	54314	No	NA	82	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ571161	39297	No	NA	46	18	0	Medium-quality	Genome-fragment	78.1	AAI-based (medium-confidence)	0.0	1.0	
PQ571160	37265	No	NA	57	49	0	High-quality	High-quality	97.77	AAI-based (high-confidence)	0.0	1.0	
PQ571159	37863	No	NA	56	48	1	High-quality	High-quality	99.57	AAI-based (high-confidence)	0.0	1.0	
PQ479935	5486	No	NA	5	5	0	High-quality	High-quality	93.62	AAI-based (high-confidence)	0.0	1.0	
PQ479934	5386	No	NA	7	7	0	High-quality	High-quality	91.66	AAI-based (high-confidence)	0.0	1.0	
PQ390404	38996	No	NA	40	37	0	High-quality	High-quality	97.95	AAI-based (high-confidence)	0.0	1.0	
PP501792	43118	No	NA	54	36	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PP501791	43406	No	NA	54	36	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
PQ336914	39834	No	NA	51	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ336913	39834	No	NA	51	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ336912	40094	No	NA	48	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ336911	39889	No	NA	50	48	0	High-quality	High-quality	99.74	AAI-based (high-confidence)	0.0	1.0	
PQ336910	40368	No	NA	53	48	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
PQ336909	38099	No	NA	51	47	0	High-quality	High-quality	95.8	AAI-based (high-confidence)	0.0	1.0	
PQ336908	39181	No	NA	49	46	0	High-quality	High-quality	98.5	AAI-based (high-confidence)	0.0	1.0	
PQ336907	39928	No	NA	52	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ336906	44975	No	NA	69	46	0	High-quality	High-quality	96.07	AAI-based (high-confidence)	0.0	1.0	
PQ336905	38546	No	NA	43	41	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
PQ336904	38164	No	NA	43	41	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
